Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -6101.336    -6101.336        0.000     0.0
2.5000        -5979.979    -6038.295       58.316   508.1
5.0000        -5979.574    -6039.114       59.540   518.7
7.5000        -5978.735    -6034.491       55.756   485.8
10.0000       -5979.221    -6037.604       58.383   508.6
12.5000       -5978.088    -6036.716       58.628   510.8
15.0000       -5979.074    -6041.328       62.254   542.4
17.5000       -5979.254    -6038.091       58.837   512.6
20.0000       -5979.308    -6034.026       54.718   476.7
22.5000       -5979.140    -6037.947       58.807   512.3
25.0000       -5977.971    -6036.182       58.210   507.1
27.5000       -5979.312    -6038.264       58.952   513.6
30.0000       -5978.413    -6036.383       57.970   505.0
32.5000       -5978.719    -6039.623       60.904   530.6
35.0000       -5978.259    -6036.801       58.542   510.0
37.5000       -5978.824    -6037.548       58.725   511.6
40.0000       -5978.879    -6040.165       61.285   533.9
42.5000       -5978.671    -6038.135       59.464   518.1
45.0000       -5978.859    -6038.375       59.515   518.5
47.5000       -5978.702    -6036.106       57.404   500.1
50.0000       -5979.007    -6038.779       59.772   520.7
