Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -5979.007    -6038.779       59.772   520.7
0.2000        -5978.014    -6037.311       59.297   516.6
0.4000        -5979.288    -6039.257       59.969   522.5
0.6000        -5981.889    -6039.406       57.517   501.1
0.8000        -5982.848    -6040.356       57.509   501.0
1.0000        -5979.227    -6039.771       60.544   527.5
1.2000        -5980.013    -6041.596       61.583   536.5
1.4000        -5980.077    -6038.785       58.708   511.5
1.6000        -5983.455    -6043.823       60.368   525.9
1.8000        -5982.932    -6042.643       59.711   520.2
2.0000        -5983.658    -6042.598       58.940   513.5
2.2000        -5982.968    -6040.833       57.865   504.1
2.4000        -5984.328    -6041.219       56.891   495.6
2.6000        -5983.597    -6041.965       58.368   508.5
2.8000        -5984.483    -6040.694       56.212   489.7
3.0000        -5984.922    -6043.041       58.119   506.3
3.2000        -5980.903    -6041.171       60.268   525.1
3.4000        -5980.285    -6041.420       61.135   532.6
3.6000        -5981.311    -6041.672       60.360   525.9
3.8000        -5981.255    -6041.113       59.859   521.5
4.0000        -5982.243    -6040.814       58.572   510.3
4.2000        -5981.473    -6041.208       59.734   520.4
4.4000        -5981.296    -6042.626       61.330   534.3
4.6000        -5980.395    -6038.535       58.139   506.5
4.8000        -5978.823    -6039.763       60.940   530.9
5.0000        -5977.315    -6040.387       63.071   549.5
5.2000        -5980.173    -6039.464       59.291   516.5
5.4000        -5983.969    -6041.876       57.907   504.5
5.6000        -5983.285    -6042.382       59.096   514.9
5.8000        -5980.091    -6039.412       59.320   516.8
6.0000        -5980.173    -6040.512       60.339   525.7
6.2000        -5981.720    -6041.388       59.668   519.8
6.4000        -5981.334    -6041.036       59.702   520.1
6.6000        -5983.350    -6043.379       60.029   523.0
6.8000        -5983.221    -6040.634       57.412   500.2
7.0000        -5978.356    -6039.374       61.018   531.6
7.2000        -5980.815    -6040.381       59.566   518.9
7.4000        -5979.818    -6039.102       59.284   516.5
7.6000        -5979.869    -6040.295       60.426   526.4
7.8000        -5980.831    -6041.863       61.032   531.7
8.0000        -5979.173    -6036.474       57.301   499.2
8.2000        -5980.858    -6038.477       57.618   502.0
8.4000        -5981.403    -6039.943       58.540   510.0
8.6000        -5980.589    -6040.529       59.940   522.2
8.8000        -5979.155    -6037.582       58.427   509.0
9.0000        -5981.356    -6040.888       59.531   518.6
9.2000        -5982.237    -6041.676       59.439   517.8
9.4000        -5981.789    -6039.814       58.025   505.5
9.6000        -5981.595    -6040.207       58.611   510.6
9.8000        -5978.707    -6039.357       60.650   528.4
10.0000       -5980.163    -6038.615       58.452   509.2
10.2000       -5980.300    -6041.302       61.002   531.5
10.4000       -5979.377    -6038.828       59.451   517.9
10.6000       -5979.228    -6040.348       61.120   532.5
10.8000       -5982.204    -6042.778       60.574   527.7
11.0000       -5981.379    -6038.335       56.957   496.2
11.2000       -5978.156    -6040.260       62.103   541.1
11.4000       -5976.983    -6039.332       62.349   543.2
11.6000       -5976.149    -6038.612       62.464   544.2
11.8000       -5978.538    -6038.689       60.151   524.0
12.0000       -5975.338    -6038.042       62.704   546.3
12.2000       -5977.513    -6039.027       61.514   535.9
12.4000       -5981.095    -6039.820       58.725   511.6
12.6000       -5981.730    -6040.071       58.342   508.3
12.8000       -5981.451    -6039.356       57.905   504.5
13.0000       -5980.674    -6039.840       59.166   515.5
13.2000       -5979.587    -6040.889       61.302   534.1
13.4000       -5981.481    -6041.837       60.356   525.8
13.6000       -5980.563    -6038.671       58.107   506.2
13.8000       -5981.721    -6040.542       58.821   512.5
14.0000       -5983.337    -6040.591       57.253   498.8
14.2000       -5982.130    -6041.515       59.384   517.4
14.4000       -5984.803    -6039.387       54.584   475.5
14.6000       -5982.652    -6041.920       59.267   516.3
14.8000       -5981.833    -6040.791       58.957   513.6
15.0000       -5982.687    -6042.556       59.870   521.6
15.2000       -5986.965    -6044.191       57.226   498.6
15.4000       -5985.222    -6042.063       56.841   495.2
15.6000       -5987.082    -6042.851       55.769   485.9
15.8000       -5985.667    -6041.749       56.081   488.6
16.0000       -5982.219    -6041.636       59.416   517.6
16.2000       -5980.759    -6040.976       60.217   524.6
16.4000       -5978.538    -6039.062       60.524   527.3
16.6000       -5976.556    -6038.291       61.735   537.8
16.8000       -5977.512    -6038.188       60.676   528.6
17.0000       -5977.271    -6037.117       59.846   521.4
17.2000       -5979.216    -6040.865       61.649   537.1
17.4000       -5977.020    -6037.548       60.528   527.3
17.6000       -5979.439    -6037.965       58.526   509.9
17.8000       -5977.769    -6036.774       59.006   514.1
