Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -3623.682    -3623.682        0.000     0.0
0.0500        -3616.218    -3638.840       22.621   210.3
0.1000        -3610.026    -3634.069       24.044   223.6
0.1500        -3607.184    -3642.104       34.920   324.7
0.2000        -3603.959    -3636.364       32.405   301.3
0.2500        -3600.562    -3631.202       30.640   284.9
0.3000        -3598.207    -3629.992       31.785   295.6
0.3500        -3595.629    -3626.771       31.143   289.6
0.4000        -3593.214    -3621.562       28.348   263.6
0.4500        -3590.797    -3626.449       35.652   331.5
0.5000        -3589.280    -3633.218       43.938   408.6
0.5500        -3592.119    -3636.979       44.860   417.1
0.6000        -3591.349    -3632.396       41.046   381.7
0.6500        -3590.994    -3623.840       32.846   305.4
0.7000        -3589.000    -3630.156       41.156   382.7
0.7500        -3591.771    -3627.165       35.395   329.1
0.8000        -3590.233    -3622.761       32.528   302.5
0.8500        -3588.984    -3628.156       39.173   364.2
0.9000        -3588.674    -3619.559       30.885   287.2
0.9500        -3588.232    -3628.204       39.973   371.7
1.0000        -3592.508    -3639.768       47.260   439.4
1.0500        -3589.913    -3615.608       25.696   238.9
1.1000        -3589.753    -3630.294       40.541   377.0
1.1500        -3589.230    -3620.854       31.624   294.1
1.2000        -3590.729    -3631.310       40.582   377.3
1.2500        -3590.445    -3631.981       41.536   386.2
1.3000        -3590.342    -3631.033       40.690   378.4
1.3500        -3590.339    -3621.596       31.257   290.6
1.4000        -3590.584    -3637.094       46.509   432.5
1.4500        -3591.544    -3625.435       33.891   315.1
1.5000        -3589.313    -3618.937       29.624   275.5
1.5500        -3586.052    -3625.829       39.777   369.9
1.6000        -3586.186    -3629.440       43.254   402.2
1.6500        -3588.061    -3629.478       41.417   385.1
1.7000        -3588.627    -3626.956       38.329   356.4
1.7500        -3588.062    -3626.942       38.880   361.5
1.8000        -3586.603    -3617.966       31.363   291.6
1.8500        -3583.369    -3621.531       38.161   354.8
1.9000        -3585.856    -3625.257       39.401   366.4
1.9500        -3584.761    -3620.963       36.202   336.6
2.0000        -3585.686    -3623.654       37.968   353.0
2.0500        -3585.369    -3622.533       37.164   345.6
2.1000        -3585.441    -3623.834       38.393   357.0
2.1500        -3585.608    -3621.492       35.884   333.7
2.2000        -3584.679    -3622.208       37.528   349.0
2.2500        -3585.117    -3622.686       37.568   349.3
2.3000        -3585.232    -3624.304       39.072   363.3
2.3500        -3585.604    -3622.587       36.983   343.9
2.4000        -3585.890    -3623.749       37.859   352.0
2.4500        -3586.016    -3622.717       36.701   341.3
2.5000        -3586.016    -3623.384       37.368   347.5
2.5500        -3586.053    -3622.914       36.861   342.8
2.6000        -3586.318    -3624.814       38.496   358.0
2.6500        -3586.325    -3623.497       37.172   345.6
2.7000        -3586.151    -3623.439       37.288   346.7
2.7500        -3586.207    -3622.497       36.290   337.4
2.8000        -3586.091    -3623.863       37.772   351.2
2.8500        -3586.333    -3623.827       37.493   348.6
2.9000        -3586.712    -3624.230       37.518   348.9
2.9500        -3586.785    -3625.115       38.330   356.4
3.0000        -3587.163    -3624.297       37.134   345.3
3.0500        -3586.896    -3623.642       36.746   341.7
3.1000        -3587.038    -3625.258       38.220   355.4
3.1500        -3587.110    -3625.027       37.918   352.6
3.2000        -3587.052    -3623.655       36.604   340.4
3.2500        -3587.251    -3625.363       38.112   354.4
3.3000        -3587.632    -3624.805       37.173   345.7
3.3500        -3587.456    -3625.279       37.824   351.7
3.4000        -3587.675    -3624.904       37.229   346.2
3.4500        -3587.434    -3625.262       37.828   351.7
3.5000        -3587.691    -3625.386       37.695   350.5
3.5500        -3587.841    -3625.305       37.464   348.4
3.6000        -3587.769    -3626.243       38.475   357.8
3.6500        -3587.628    -3625.711       38.083   354.1
3.7000        -3587.561    -3625.639       38.078   354.1
3.7500        -3587.699    -3624.316       36.617   340.5
3.8000        -3587.451    -3624.965       37.514   348.8
3.8500        -3587.437    -3624.055       36.618   340.5
3.9000        -3587.728    -3625.661       37.934   352.7
3.9500        -3588.009    -3625.743       37.733   350.9
4.0000        -3587.786    -3624.781       36.996   344.0
4.0500        -3587.791    -3625.194       37.403   347.8
4.1000        -3587.806    -3625.188       37.383   347.6
4.1500        -3588.052    -3625.992       37.940   352.8
4.2000        -3587.737    -3625.492       37.755   351.1
4.2500        -3587.900    -3625.082       37.182   345.7
4.3000        -3587.975    -3625.063       37.089   344.9
4.3500        -3587.978    -3625.815       37.836   351.8
4.4000        -3587.694    -3624.883       37.188   345.8
4.4500        -3587.627    -3625.423       37.797   351.5
4.5000        -3587.564    -3625.383       37.819   351.7
4.5500        -3587.987    -3626.576       38.588   358.8
4.6000        -3587.947    -3624.461       36.514   339.5
4.6500        -3587.616    -3623.956       36.339   337.9
4.7000        -3587.777    -3625.195       37.418   347.9
4.7500        -3587.637    -3623.412       35.775   332.7
4.8000        -3587.374    -3624.775       37.401   347.8
4.8500        -3587.665    -3625.669       38.004   353.4
4.9000        -3587.643    -3625.734       38.090   354.2
4.9500        -3587.831    -3624.715       36.884   343.0
5.0000        -3587.581    -3625.277       37.696   350.5
5.0500        -3588.048    -3626.783       38.735   360.2
5.1000        -3588.328    -3625.421       37.092   344.9
5.1500        -3588.072    -3626.013       37.942   352.8
5.2000        -3588.161    -3625.402       37.241   346.3
5.2500        -3587.873    -3624.946       37.073   344.7
5.3000        -3587.630    -3625.106       37.475   348.5
5.3500        -3587.686    -3625.383       37.697   350.5
5.4000        -3587.613    -3625.433       37.819   351.7
5.4500        -3587.878    -3625.761       37.883   352.3
5.5000        -3587.537    -3625.044       37.507   348.8
5.5500        -3587.667    -3626.300       38.633   359.2
5.6000        -3587.743    -3625.131       37.387   347.6
5.6500        -3587.869    -3625.382       37.513   348.8
5.7000        -3587.723    -3623.864       36.142   336.1
5.7500        -3587.491    -3625.542       38.051   353.8
5.8000        -3587.788    -3625.640       37.852   352.0
5.8500        -3587.652    -3625.316       37.664   350.2
5.9000        -3587.546    -3624.919       37.373   347.5
5.9500        -3587.609    -3624.316       36.707   341.3
6.0000        -3587.424    -3624.817       37.393   347.7
6.0500        -3587.210    -3624.549       37.339   347.2
6.1000        -3587.231    -3624.378       37.147   345.4
6.1500        -3587.030    -3623.470       36.440   338.8
6.2000        -3587.561    -3626.256       38.695   359.8
6.2500        -3587.574    -3625.155       37.581   349.4
6.3000        -3587.512    -3624.582       37.071   344.7
6.3500        -3587.805    -3626.105       38.300   356.1
6.4000        -3587.596    -3624.198       36.602   340.3
6.4500        -3587.657    -3625.669       38.012   353.5
6.5000        -3587.772    -3625.508       37.736   350.9
6.5500        -3587.840    -3625.724       37.884   352.3
6.6000        -3588.089    -3625.239       37.150   345.4
6.6500        -3588.041    -3624.953       36.912   343.2
6.7000        -3587.887    -3624.840       36.953   343.6
6.7500        -3587.681    -3624.045       36.363   338.1
6.8000        -3587.491    -3625.541       38.050   353.8
6.8500        -3587.799    -3625.436       37.637   350.0
6.9000        -3587.662    -3624.241       36.579   340.1
6.9500        -3587.637    -3625.260       37.623   349.8
7.0000        -3587.578    -3624.088       36.510   339.5
7.0500        -3587.434    -3625.101       37.667   350.2
7.1000        -3587.015    -3623.785       36.770   341.9
7.1500        -3586.939    -3623.921       36.981   343.9
7.2000        -3586.881    -3624.489       37.608   349.7
7.2500        -3587.252    -3626.495       39.242   364.9
7.3000        -3587.451    -3625.325       37.874   352.2
7.3500        -3587.403    -3624.559       37.155   345.5
