Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -3623.683    -3623.683        0.000     0.0
0.0500        -3617.929    -3639.307       21.378   198.8
0.1000        -3613.258    -3635.859       22.601   210.2
0.1500        -3611.435    -3643.241       31.805   295.7
0.2000        -3609.120    -3637.608       28.488   264.9
0.2500        -3606.413    -3634.156       27.743   258.0
0.3000        -3604.830    -3632.872       28.042   260.7
0.3500        -3602.603    -3631.827       29.224   271.7
0.4000        -3600.673    -3629.262       28.589   265.8
0.4500        -3597.643    -3625.607       27.963   260.0
0.5000        -3596.239    -3628.906       32.667   303.8
0.5500        -3599.705    -3635.347       35.642   331.4
0.6000        -3599.133    -3633.296       34.163   317.7
0.6500        -3597.245    -3627.797       30.552   284.1
0.7000        -3595.996    -3623.600       27.605   256.7
0.7500        -3593.320    -3626.434       33.114   307.9
0.8000        -3594.923    -3628.220       33.297   309.6
0.8500        -3595.732    -3633.829       38.097   354.2
0.9000        -3596.232    -3622.140       25.908   240.9
0.9500        -3595.053    -3626.872       31.820   295.9
1.0000        -3594.845    -3637.382       42.537   395.5
1.0500        -3597.480    -3637.950       40.470   376.3
1.1000        -3598.486    -3627.736       29.251   272.0
1.1500        -3597.524    -3625.935       28.411   264.2
1.2000        -3597.144    -3627.129       29.985   278.8
1.2500        -3597.388    -3643.854       46.465   432.1
1.3000        -3597.354    -3633.265       35.912   333.9
1.3500        -3597.838    -3628.102       30.263   281.4
1.4000        -3597.439    -3628.410       30.971   288.0
1.4500        -3597.515    -3633.491       35.976   334.5
1.5000        -3598.545    -3629.801       31.256   290.6
1.5500        -3596.231    -3623.233       27.002   251.1
1.6000        -3595.054    -3631.429       36.376   338.2
1.6500        -3595.542    -3625.048       29.505   274.4
1.7000        -3595.774    -3626.858       31.084   289.0
1.7500        -3594.061    -3625.616       31.555   293.4
1.8000        -3593.059    -3624.073       31.014   288.4
1.8500        -3593.827    -3627.732       33.905   315.3
1.9000        -3593.562    -3624.510       30.948   287.8
1.9500        -3592.835    -3625.596       32.761   304.6
2.0000        -3593.390    -3627.951       34.561   321.4
2.0500        -3593.913    -3627.196       33.283   309.5
2.1000        -3593.881    -3627.254       33.373   310.3
2.1500        -3593.918    -3627.192       33.274   309.4
2.2000        -3594.015    -3627.024       33.009   306.9
2.2500        -3594.221    -3629.754       35.533   330.4
2.3000        -3594.804    -3629.056       34.253   318.5
2.3500        -3595.333    -3628.496       33.163   308.4
2.4000        -3595.154    -3628.007       32.853   305.5
2.4500        -3595.240    -3628.030       32.790   304.9
2.5000        -3595.104    -3628.143       33.039   307.2
2.5500        -3594.911    -3627.160       32.249   299.9
2.6000        -3595.027    -3627.665       32.637   303.5
2.6500        -3594.808    -3628.450       33.642   312.8
2.7000        -3594.757    -3626.908       32.151   299.0
2.7500        -3594.569    -3628.241       33.672   313.1
2.8000        -3594.665    -3628.186       33.521   311.7
