Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1453.219    -1453.219        0.000     0.0
2.5000        -1668.149    -1683.851       15.702   303.7
5.0000        -1673.851    -1688.947       15.096   292.0
7.5000        -1675.197    -1691.106       15.910   307.7
10.0000       -1675.432    -1691.236       15.803   305.6
12.5000       -1676.937    -1692.553       15.616   302.0
15.0000       -1677.342    -1692.330       14.989   289.9
17.5000       -1677.964    -1693.643       15.679   303.2
20.0000       -1677.414    -1692.837       15.422   298.3
22.5000       -1678.177    -1692.955       14.778   285.8
25.0000       -1678.676    -1695.140       16.464   318.4
27.5000       -1678.247    -1693.728       15.480   299.4
30.0000       -1678.258    -1693.601       15.343   296.7
32.5000       -1679.318    -1694.424       15.106   292.2
35.0000       -1678.961    -1694.642       15.681   303.3
37.5000       -1680.590    -1696.898       16.308   315.4
40.0000       -1680.544    -1696.047       15.503   299.8
42.5000       -1681.237    -1696.544       15.308   296.1
45.0000       -1681.850    -1697.959       16.109   311.6
47.5000       -1681.183    -1696.740       15.557   300.9
50.0000       -1681.607    -1697.431       15.824   306.0
