Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1681.607    -1697.431       15.824   306.0
0.2000        -1681.285    -1696.720       15.435   298.5
0.4000        -1681.329    -1697.174       15.845   306.5
0.6000        -1680.648    -1696.957       16.309   315.4
0.8000        -1681.711    -1697.003       15.292   295.8
1.0000        -1682.953    -1698.277       15.324   296.4
1.2000        -1681.986    -1697.303       15.317   296.2
1.4000        -1682.872    -1698.113       15.241   294.8
1.6000        -1682.396    -1697.856       15.460   299.0
1.8000        -1681.353    -1697.113       15.760   304.8
2.0000        -1681.821    -1697.385       15.565   301.0
2.2000        -1681.607    -1696.983       15.376   297.4
2.4000        -1681.612    -1696.916       15.304   296.0
2.6000        -1682.186    -1696.867       14.681   283.9
2.8000        -1681.906    -1697.018       15.113   292.3
3.0000        -1681.869    -1697.765       15.896   307.4
3.2000        -1682.779    -1697.384       14.605   282.5
3.4000        -1682.913    -1697.753       14.841   287.0
3.6000        -1682.377    -1697.407       15.030   290.7
3.8000        -1682.919    -1697.356       14.437   279.2
4.0000        -1681.330    -1696.567       15.237   294.7
4.2000        -1681.388    -1696.807       15.419   298.2
4.4000        -1680.815    -1696.558       15.743   304.5
4.6000        -1681.885    -1697.162       15.277   295.5
4.8000        -1682.916    -1697.469       14.553   281.5
5.0000        -1682.937    -1696.927       13.990   270.6
5.2000        -1682.446    -1698.067       15.621   302.1
5.4000        -1682.146    -1697.899       15.753   304.7
5.6000        -1682.669    -1696.984       14.315   276.9
5.8000        -1683.236    -1698.595       15.359   297.1
6.0000        -1682.927    -1697.641       14.715   284.6
6.2000        -1681.243    -1697.712       16.470   318.5
6.4000        -1682.335    -1696.875       14.540   281.2
6.6000        -1682.161    -1697.705       15.543   300.6
6.8000        -1682.197    -1697.791       15.594   301.6
7.0000        -1681.749    -1696.819       15.070   291.5
7.2000        -1683.125    -1698.057       14.932   288.8
7.4000        -1683.150    -1698.277       15.128   292.6
7.6000        -1684.220    -1698.871       14.652   283.4
7.8000        -1683.270    -1698.030       14.760   285.5
8.0000        -1682.459    -1698.350       15.892   307.4
8.2000        -1682.449    -1698.057       15.608   301.9
8.4000        -1683.387    -1698.373       14.986   289.8
8.6000        -1682.479    -1697.595       15.116   292.4
8.8000        -1682.366    -1697.883       15.517   300.1
9.0000        -1682.098    -1698.860       16.762   324.2
9.2000        -1682.818    -1698.442       15.624   302.2
9.4000        -1682.269    -1698.764       16.495   319.0
9.6000        -1681.053    -1696.932       15.879   307.1
9.8000        -1680.680    -1697.683       17.002   328.8
10.0000       -1681.453    -1697.019       15.566   301.1
10.2000       -1682.123    -1696.800       14.676   283.9
10.4000       -1681.901    -1697.909       16.008   309.6
10.6000       -1681.690    -1697.933       16.243   314.2
10.8000       -1681.919    -1697.881       15.962   308.7
11.0000       -1682.509    -1697.687       15.178   293.5
11.2000       -1681.130    -1697.194       16.063   310.7
11.4000       -1680.334    -1697.845       17.510   338.7
11.6000       -1681.728    -1697.235       15.508   299.9
11.8000       -1682.590    -1697.802       15.212   294.2
12.0000       -1683.239    -1698.819       15.580   301.3
12.2000       -1682.905    -1698.305       15.400   297.9
12.4000       -1682.740    -1697.884       15.144   292.9
12.6000       -1682.133    -1696.806       14.673   283.8
12.8000       -1681.426    -1696.406       14.979   289.7
13.0000       -1681.187    -1697.159       15.972   308.9
13.2000       -1682.516    -1697.957       15.441   298.6
13.4000       -1682.132    -1698.002       15.870   306.9
13.6000       -1682.339    -1698.269       15.931   308.1
13.8000       -1681.527    -1698.046       16.519   319.5
14.0000       -1680.829    -1697.094       16.265   314.6
14.2000       -1682.469    -1697.925       15.456   298.9
14.4000       -1682.501    -1698.718       16.218   313.7
14.6000       -1682.322    -1698.108       15.786   305.3
14.8000       -1682.007    -1697.654       15.647   302.6
15.0000       -1680.969    -1696.809       15.840   306.4
15.2000       -1680.513    -1697.020       16.507   319.3
15.4000       -1681.647    -1697.858       16.212   313.5
15.6000       -1682.072    -1698.072       15.999   309.4
15.8000       -1681.077    -1697.561       16.484   318.8
16.0000       -1681.883    -1698.363       16.480   318.7
16.2000       -1681.476    -1696.667       15.191   293.8
16.4000       -1682.366    -1697.470       15.104   292.1
16.6000       -1683.806    -1698.751       14.945   289.0
16.8000       -1684.387    -1699.160       14.773   285.7
17.0000       -1683.580    -1698.447       14.866   287.5
17.2000       -1682.636    -1697.083       14.446   279.4
17.4000       -1683.001    -1697.934       14.932   288.8
17.6000       -1681.192    -1696.688       15.495   299.7
17.8000       -1681.256    -1698.573       17.317   334.9
18.0000       -1682.162    -1697.655       15.493   299.6
18.2000       -1682.625    -1697.406       14.781   285.9
18.4000       -1681.580    -1697.490       15.910   307.7
18.6000       -1681.783    -1697.690       15.907   307.7
18.8000       -1681.781    -1697.274       15.493   299.6
19.0000       -1681.977    -1698.761       16.784   324.6
19.2000       -1682.504    -1698.092       15.588   301.5
19.4000       -1682.471    -1697.926       15.454   298.9
19.6000       -1681.903    -1696.949       15.046   291.0
19.8000       -1682.122    -1697.240       15.117   292.4
20.0000       -1681.903    -1698.529       16.626   321.6
20.2000       -1682.361    -1697.478       15.117   292.4
20.4000       -1682.251    -1698.847       16.596   321.0
20.6000       -1682.718    -1698.116       15.398   297.8
20.8000       -1683.071    -1697.579       14.508   280.6
21.0000       -1682.796    -1698.609       15.813   305.8
21.2000       -1682.731    -1698.246       15.516   300.1
21.4000       -1682.803    -1697.350       14.547   281.4
21.6000       -1681.961    -1697.993       16.033   310.1
