Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1668.383    -1700.969       32.586   617.9
0.2000        -1669.101    -1699.979       30.877   585.5
0.4000        -1668.171    -1699.499       31.328   594.0
0.6000        -1668.163    -1699.944       31.781   602.6
0.8000        -1668.019    -1699.324       31.306   593.6
1.0000        -1668.812    -1699.546       30.734   582.8
1.2000        -1667.619    -1698.557       30.938   586.6
1.4000        -1665.473    -1697.990       32.517   616.6
1.6000        -1662.959    -1696.886       33.927   643.3
1.8000        -1665.357    -1697.322       31.966   606.1
2.0000        -1667.380    -1700.030       32.650   619.1
2.2000        -1666.959    -1699.491       32.532   616.9
2.4000        -1668.720    -1697.702       28.982   549.6
2.6000        -1669.797    -1701.813       32.017   607.1
2.8000        -1670.838    -1701.108       30.271   574.0
3.0000        -1668.554    -1699.699       31.144   590.5
3.2000        -1669.847    -1700.230       30.383   576.1
3.4000        -1668.674    -1699.601       30.927   586.4
3.6000        -1667.649    -1698.377       30.728   582.7
3.8000        -1666.823    -1698.031       31.208   591.7
4.0000        -1666.681    -1700.054       33.373   632.8
4.2000        -1668.669    -1698.876       30.206   572.8
4.4000        -1669.008    -1700.846       31.838   603.7
4.6000        -1668.968    -1699.755       30.787   583.8
4.8000        -1667.541    -1698.965       31.425   595.9
5.0000        -1668.402    -1699.015       30.613   580.5
5.2000        -1667.065    -1700.285       33.220   629.9
5.4000        -1666.985    -1699.183       32.197   610.5
5.6000        -1669.233    -1699.805       30.572   579.7
5.8000        -1667.718    -1699.139       31.421   595.8
6.0000        -1669.055    -1700.968       31.914   605.1
6.2000        -1669.507    -1700.166       30.659   581.3
6.4000        -1670.569    -1699.455       28.886   547.7
6.6000        -1668.055    -1699.158       31.103   589.8
6.8000        -1668.064    -1698.933       30.869   585.3
7.0000        -1667.769    -1697.300       29.531   559.9
7.2000        -1666.548    -1698.155       31.607   599.3
7.4000        -1666.828    -1699.693       32.865   623.2
7.6000        -1667.292    -1699.699       32.407   614.5
7.8000        -1668.360    -1699.838       31.478   596.9
