Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1570.841    -1570.841        0.000     0.0
2.5000        -1668.445    -1694.646       26.201   496.8
5.0000        -1669.983    -1696.355       26.372   500.1
7.5000        -1669.664    -1695.047       25.383   481.3
10.0000       -1670.814    -1697.002       26.189   496.6
12.5000       -1672.327    -1698.924       26.597   504.3
15.0000       -1674.169    -1700.507       26.339   499.4
17.5000       -1675.091    -1701.307       26.215   497.1
20.0000       -1675.355    -1702.019       26.664   505.6
22.5000       -1675.282    -1702.279       26.997   511.9
25.0000       -1676.398    -1702.621       26.223   497.2
27.5000       -1676.936    -1704.856       27.919   529.4
30.0000       -1677.194    -1704.145       26.951   511.0
32.5000       -1677.578    -1705.317       27.739   526.0
35.0000       -1678.351    -1703.784       25.433   482.3
37.5000       -1679.520    -1706.906       27.387   519.3
40.0000       -1677.635    -1705.046       27.410   519.7
42.5000       -1677.941    -1703.919       25.978   492.6
45.0000       -1678.153    -1703.361       25.208   478.0
47.5000       -1678.247    -1705.363       27.116   514.2
50.0000       -1678.299    -1704.401       26.102   494.9
