Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -5938.128    -6006.319       68.191   594.1
0.2000        -5942.373    -6010.028       67.655   589.4
0.4000        -5942.879    -6009.630       66.751   581.5
0.6000        -5942.809    -6010.708       67.899   591.5
0.8000        -5941.042    -6010.124       69.082   601.9
1.0000        -5939.218    -6009.942       70.724   616.2
1.2000        -5944.468    -6011.209       66.741   581.5
1.4000        -5942.166    -6012.152       69.986   609.7
1.6000        -5943.572    -6011.720       68.148   593.7
1.8000        -5942.608    -6010.709       68.101   593.3
2.0000        -5940.711    -6008.451       67.740   590.2
2.2000        -5942.384    -6010.101       67.716   590.0
2.4000        -5943.781    -6012.173       68.392   595.8
2.6000        -5941.506    -6009.106       67.600   588.9
2.8000        -5942.217    -6011.780       69.564   606.0
3.0000        -5940.339    -6007.828       67.488   588.0
3.2000        -5939.772    -6010.087       70.315   612.6
3.4000        -5940.827    -6009.742       68.915   600.4
3.6000        -5939.186    -6009.840       70.654   615.5
3.8000        -5940.348    -6009.329       68.980   601.0
4.0000        -5937.882    -6008.716       70.835   617.1
4.2000        -5938.114    -6008.625       70.512   614.3
4.4000        -5940.018    -6007.901       67.882   591.4
4.6000        -5942.856    -6011.313       68.458   596.4
4.8000        -5943.757    -6010.603       66.846   582.4
5.0000        -5947.566    -6012.703       65.137   567.5
5.2000        -5948.387    -6014.539       66.153   576.3
5.4000        -5946.520    -6014.354       67.833   591.0
5.6000        -5949.034    -6015.168       66.135   576.2
5.8000        -5946.961    -6016.247       69.286   603.6
6.0000        -5944.865    -6013.194       68.328   595.3
6.2000        -5942.636    -6012.021       69.385   604.5
6.4000        -5942.937    -6011.302       68.365   595.6
6.6000        -5946.758    -6014.940       68.182   594.0
6.8000        -5949.508    -6016.027       66.519   579.5
7.0000        -5947.415    -6013.358       65.943   574.5
7.2000        -5945.761    -6015.625       69.864   608.7
7.4000        -5943.964    -6013.319       69.354   604.2
7.6000        -5943.300    -6011.914       68.614   597.8
7.8000        -5942.830    -6012.901       70.071   610.5
8.0000        -5942.419    -6012.292       69.872   608.7
8.2000        -5943.132    -6009.866       66.734   581.4
8.4000        -5944.226    -6013.429       69.203   602.9
8.6000        -5942.724    -6010.975       68.251   594.6
8.8000        -5942.183    -6011.439       69.256   603.4
9.0000        -5943.573    -6012.154       68.581   597.5
9.2000        -5944.751    -6013.505       68.754   599.0
9.4000        -5943.846    -6011.720       67.874   591.3
9.6000        -5943.058    -6015.310       72.252   629.5
9.8000        -5939.914    -6009.758       69.844   608.5
10.0000       -5939.915    -6010.698       70.784   616.7
10.2000       -5941.834    -6010.570       68.736   598.8
10.4000       -5944.639    -6013.363       68.724   598.7
10.6000       -5943.531    -6012.131       68.599   597.6
10.8000       -5943.196    -6009.757       66.561   579.9
11.0000       -5941.464    -6010.955       69.490   605.4
11.2000       -5942.808    -6011.274       68.466   596.5
11.4000       -5946.670    -6013.161       66.491   579.3
11.6000       -5944.993    -6012.313       67.320   586.5
11.8000       -5943.419    -6013.114       69.695   607.2
12.0000       -5944.271    -6013.454       69.183   602.7
12.2000       -5945.645    -6012.048       66.403   578.5
12.4000       -5942.493    -6010.647       68.154   593.8
12.6000       -5947.788    -6012.254       64.466   561.6
12.8000       -5945.922    -6012.276       66.354   578.1
13.0000       -5943.751    -6012.164       68.412   596.0
13.2000       -5945.138    -6010.708       65.570   571.3
13.4000       -5945.804    -6014.645       68.841   599.7
13.6000       -5942.929    -6012.446       69.517   605.6
13.8000       -5943.617    -6011.086       67.470   587.8
14.0000       -5944.881    -6012.149       67.268   586.0
