Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -5633.213    -5633.213        0.000     0.0
2.5000        -5932.576    -6000.160       67.584   588.8
5.0000        -5933.510    -6002.999       69.489   605.4
7.5000        -5932.936    -6003.001       70.065   610.4
10.0000       -5934.740    -6001.839       67.099   584.6
12.5000       -5934.497    -6004.283       69.787   608.0
15.0000       -5935.254    -6003.806       68.552   597.2
17.5000       -5935.789    -6004.415       68.626   597.9
20.0000       -5935.360    -6004.229       68.869   600.0
22.5000       -5936.226    -6004.819       68.593   597.6
25.0000       -5936.331    -6004.600       68.268   594.8
27.5000       -5937.022    -6004.793       67.771   590.4
30.0000       -5936.643    -6005.882       69.239   603.2
32.5000       -5935.770    -6005.209       69.440   605.0
35.0000       -5937.480    -6006.965       69.485   605.4
37.5000       -5938.012    -6005.369       67.357   586.8
40.0000       -5937.954    -6004.828       66.874   582.6
42.5000       -5936.470    -6005.696       69.226   603.1
45.0000       -5938.173    -6007.649       69.476   605.3
47.5000       -5937.224    -6007.029       69.805   608.1
50.0000       -5938.128    -6006.319       68.191   594.1
