Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -6506.916    -6506.916        0.000     0.0
2.5000        -6437.779    -6472.859       35.079   305.6
5.0000        -6437.448    -6470.599       33.151   288.8
7.5000        -6437.272    -6471.122       33.850   294.9
10.0000       -6437.493    -6472.576       35.083   305.6
12.5000       -6437.175    -6471.875       34.700   302.3
15.0000       -6437.200    -6471.938       34.738   302.6
17.5000       -6436.887    -6471.333       34.446   300.1
20.0000       -6437.111    -6471.556       34.445   300.1
22.5000       -6437.254    -6470.802       33.547   292.3
25.0000       -6437.178    -6472.054       34.876   303.8
27.5000       -6437.063    -6471.387       34.323   299.0
30.0000       -6437.090    -6471.181       34.091   297.0
32.5000       -6437.386    -6472.058       34.672   302.1
35.0000       -6437.314    -6470.933       33.619   292.9
37.5000       -6437.206    -6472.332       35.126   306.0
40.0000       -6437.399    -6472.115       34.716   302.4
42.5000       -6437.092    -6470.911       33.819   294.6
45.0000       -6437.534    -6472.897       35.363   308.1
47.5000       -6437.288    -6472.087       34.799   303.2
50.0000       -6436.606    -6469.646       33.040   287.8
