Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -6363.885    -6430.092       66.207   576.8
0.2000        -6363.077    -6434.225       71.147   619.8
0.4000        -6368.558    -6438.493       69.935   609.3
0.6000        -6373.787    -6440.961       67.174   585.2
0.8000        -6372.271    -6440.624       68.354   595.5
1.0000        -6370.340    -6438.643       68.303   595.1
1.2000        -6371.708    -6439.569       67.861   591.2
1.4000        -6370.875    -6440.048       69.173   602.6
1.6000        -6369.852    -6436.101       66.249   577.2
1.8000        -6370.094    -6439.459       69.365   604.3
2.0000        -6366.221    -6434.654       68.432   596.2
2.2000        -6368.930    -6436.099       67.169   585.2
2.4000        -6371.783    -6441.372       69.589   606.3
2.6000        -6374.129    -6438.634       64.505   562.0
2.8000        -6371.218    -6438.165       66.947   583.2
3.0000        -6372.091    -6438.147       66.055   575.5
3.2000        -6373.269    -6441.672       68.403   595.9
3.4000        -6371.036    -6439.392       68.356   595.5
3.6000        -6371.008    -6436.298       65.290   568.8
3.8000        -6367.226    -6437.632       70.406   613.4
4.0000        -6369.874    -6437.802       67.929   591.8
4.2000        -6366.206    -6434.603       68.398   595.9
4.4000        -6365.792    -6435.029       69.237   603.2
4.6000        -6367.463    -6438.014       70.551   614.6
4.8000        -6369.237    -6438.311       69.074   601.8
5.0000        -6368.508    -6436.695       68.188   594.1
5.2000        -6367.715    -6438.689       70.974   618.3
5.4000        -6370.901    -6439.195       68.295   595.0
5.6000        -6373.797    -6437.794       63.997   557.5
5.8000        -6368.885    -6440.110       71.225   620.5
6.0000        -6367.082    -6438.818       71.736   625.0
6.2000        -6368.740    -6438.055       69.315   603.9
6.4000        -6369.200    -6437.003       67.803   590.7
6.6000        -6371.204    -6436.652       65.448   570.2
6.8000        -6370.538    -6438.023       67.485   587.9
7.0000        -6371.869    -6438.605       66.736   581.4
7.2000        -6370.044    -6435.807       65.763   572.9
7.4000        -6369.573    -6438.238       68.665   598.2
7.6000        -6368.799    -6436.823       68.025   592.6
7.8000        -6368.953    -6438.124       69.171   602.6
8.0000        -6369.654    -6438.820       69.165   602.6
8.2000        -6368.600    -6437.944       69.344   604.1
8.4000        -6368.106    -6438.438       70.333   612.7
8.6000        -6371.205    -6439.316       68.111   593.4
8.8000        -6369.595    -6437.081       67.486   587.9
9.0000        -6366.362    -6437.906       71.544   623.3
9.2000        -6368.167    -6435.347       67.180   585.3
9.4000        -6369.086    -6438.072       68.985   601.0
9.6000        -6367.945    -6434.298       66.352   578.1
9.8000        -6368.981    -6437.029       68.048   592.8
10.0000       -6371.492    -6440.403       68.911   600.4
10.2000       -6371.494    -6440.484       68.991   601.1
10.4000       -6368.876    -6437.061       68.185   594.0
10.6000       -6366.726    -6436.678       69.952   609.4
10.8000       -6366.184    -6435.259       69.075   601.8
11.0000       -6368.879    -6437.844       68.965   600.8
11.2000       -6371.407    -6440.668       69.261   603.4
11.4000       -6368.548    -6437.133       68.585   597.5
11.6000       -6365.834    -6434.527       68.694   598.5
11.8000       -6368.091    -6435.209       67.118   584.7
12.0000       -6365.164    -6436.043       70.879   617.5
12.2000       -6363.111    -6434.980       71.869   626.1
12.4000       -6366.446    -6436.923       70.477   614.0
12.6000       -6368.521    -6440.372       71.851   626.0
12.8000       -6370.881    -6439.421       68.540   597.1
13.0000       -6369.123    -6438.779       69.656   606.9
13.2000       -6367.942    -6438.510       70.568   614.8
13.4000       -6366.513    -6437.978       71.465   622.6
13.6000       -6367.879    -6440.577       72.698   633.4
13.8000       -6369.435    -6437.288       67.853   591.1
14.0000       -6366.480    -6439.208       72.729   633.6
14.2000       -6366.498    -6437.052       70.554   614.7
14.4000       -6373.520    -6441.760       68.239   594.5
14.6000       -6371.526    -6438.268       66.742   581.5
14.8000       -6371.836    -6440.214       68.378   595.7
15.0000       -6369.762    -6438.570       68.808   599.5
15.2000       -6368.348    -6440.276       71.927   626.6
15.4000       -6367.863    -6437.887       70.024   610.1
15.6000       -6369.095    -6439.177       70.082   610.6
15.8000       -6368.183    -6438.582       70.398   613.3
16.0000       -6365.740    -6437.049       71.308   621.2
16.2000       -6367.796    -6440.232       72.436   631.1
16.4000       -6366.842    -6438.892       72.050   627.7
16.6000       -6367.551    -6438.266       70.716   616.1
16.8000       -6366.036    -6439.229       73.192   637.7
17.0000       -6364.744    -6436.759       72.015   627.4
17.2000       -6365.761    -6436.522       70.761   616.5
17.4000       -6368.896    -6439.730       70.834   617.1
17.6000       -6372.081    -6438.841       66.760   581.6
17.8000       -6369.849    -6438.263       68.414   596.0
18.0000       -6373.480    -6442.458       68.978   600.9
18.2000       -6371.845    -6437.740       65.895   574.1
18.4000       -6373.136    -6439.653       66.518   579.5
18.6000       -6372.022    -6439.587       67.565   588.6
18.8000       -6368.647    -6438.049       69.402   604.6
19.0000       -6367.586    -6438.243       70.657   615.6
19.2000       -6370.113    -6436.382       66.269   577.3
19.4000       -6372.806    -6439.641       66.835   582.3
19.6000       -6367.142    -6437.105       69.964   609.5
19.8000       -6368.782    -6438.089       69.307   603.8
20.0000       -6371.159    -6439.216       68.057   592.9
20.2000       -6370.559    -6438.597       68.037   592.7
20.4000       -6369.459    -6438.221       68.762   599.1
20.6000       -6367.997    -6438.044       70.047   610.3
20.8000       -6370.621    -6436.594       65.973   574.8
21.0000       -6367.307    -6436.666       69.359   604.3
21.2000       -6370.585    -6438.718       68.132   593.6
21.4000       -6368.934    -6438.724       69.791   608.0
21.6000       -6369.250    -6438.122       68.872   600.0
21.8000       -6369.080    -6437.450       68.370   595.6
22.0000       -6362.810    -6435.195       72.385   630.6
22.2000       -6365.785    -6438.168       72.383   630.6
22.4000       -6365.965    -6434.854       68.889   600.2
22.6000       -6371.391    -6439.884       68.493   596.7
22.8000       -6371.321    -6441.371       70.050   610.3
23.0000       -6373.009    -6442.148       69.138   602.3
23.2000       -6372.772    -6439.330       66.559   579.9
23.4000       -6369.284    -6437.170       67.886   591.4
23.6000       -6369.681    -6438.245       68.565   597.3
23.8000       -6370.104    -6436.787       66.683   581.0
24.0000       -6367.111    -6435.251       68.140   593.6
24.2000       -6368.599    -6438.130       69.532   605.8
24.4000       -6373.250    -6441.272       68.023   592.6
24.6000       -6371.444    -6438.613       67.169   585.2
24.8000       -6372.011    -6441.393       69.382   604.5
25.0000       -6370.419    -6440.744       70.324   612.7
25.2000       -6370.021    -6439.212       69.191   602.8
25.4000       -6371.951    -6440.319       68.368   595.6
25.6000       -6368.339    -6435.303       66.964   583.4
25.8000       -6366.442    -6436.828       70.385   613.2
26.0000       -6368.369    -6436.367       67.998   592.4
26.2000       -6367.459    -6439.445       71.986   627.1
26.4000       -6368.169    -6435.155       66.986   583.6
26.6000       -6369.400    -6437.710       68.311   595.1
26.8000       -6367.658    -6436.080       68.422   596.1
27.0000       -6365.880    -6436.572       70.692   615.9
27.2000       -6365.344    -6436.086       70.742   616.3
27.4000       -6362.311    -6434.689       72.378   630.6
27.6000       -6366.334    -6436.850       70.516   614.3
27.8000       -6367.457    -6437.323       69.866   608.7
28.0000       -6368.053    -6436.488       68.435   596.2
28.2000       -6368.412    -6438.241       69.828   608.4
28.4000       -6367.526    -6437.038       69.512   605.6
28.6000       -6372.943    -6440.003       67.060   584.2
28.8000       -6374.434    -6440.333       65.898   574.1
29.0000       -6371.117    -6438.839       67.722   590.0
29.2000       -6373.918    -6440.627       66.709   581.2
29.4000       -6372.896    -6441.559       68.663   598.2
29.6000       -6371.548    -6440.140       68.592   597.6
29.8000       -6369.294    -6438.522       69.227   603.1
30.0000       -6371.401    -6439.283       67.882   591.4
30.2000       -6370.245    -6438.446       68.201   594.2
30.4000       -6366.919    -6436.155       69.235   603.2
30.6000       -6367.543    -6438.135       70.592   615.0
30.8000       -6365.048    -6436.246       71.198   620.3
31.0000       -6369.739    -6436.348       66.609   580.3
31.2000       -6368.200    -6438.120       69.920   609.2
31.4000       -6368.347    -6440.046       71.699   624.6
31.6000       -6366.684    -6435.005       68.322   595.2
31.8000       -6368.708    -6438.682       69.973   609.6
32.0000       -6368.324    -6438.258       69.934   609.3
32.2000       -6368.159    -6437.594       69.435   604.9
32.4000       -6370.585    -6442.819       72.233   629.3
32.6000       -6368.814    -6439.766       70.952   618.1
32.8000       -6371.611    -6438.987       67.375   587.0
33.0000       -6369.340    -6437.626       68.286   594.9
33.2000       -6370.855    -6440.793       69.937   609.3
33.4000       -6370.085    -6439.476       69.391   604.5
33.6000       -6367.403    -6438.213       70.811   616.9
33.8000       -6368.971    -6439.956       70.985   618.4
34.0000       -6371.272    -6441.434       70.163   611.3
34.2000       -6373.805    -6439.935       66.130   576.1
34.4000       -6370.623    -6438.190       67.567   588.6
34.6000       -6367.805    -6436.499       68.694   598.5
34.8000       -6367.726    -6436.766       69.040   601.5
35.0000       -6363.843    -6436.227       72.384   630.6
35.2000       -6366.785    -6437.393       70.608   615.1
35.4000       -6368.156    -6437.532       69.376   604.4
35.6000       -6369.597    -6440.782       71.185   620.2
35.8000       -6370.955    -6438.657       67.702   589.8
36.0000       -6368.515    -6436.208       67.693   589.7
36.2000       -6366.370    -6438.818       72.448   631.2
36.4000       -6369.680    -6439.814       70.133   611.0
36.6000       -6371.498    -6439.396       67.898   591.5
36.8000       -6371.176    -6438.904       67.728   590.1
37.0000       -6370.773    -6436.379       65.606   571.6
37.2000       -6364.990    -6434.867       69.877   608.8
37.4000       -6370.196    -6439.155       68.959   600.8
37.6000       -6367.623    -6437.476       69.853   608.6
37.8000       -6369.322    -6436.527       67.205   585.5
38.0000       -6375.310    -6441.360       66.049   575.4
38.2000       -6369.987    -6440.213       70.226   611.8
38.4000       -6370.709    -6441.523       70.814   616.9
38.6000       -6371.752    -6440.218       68.466   596.5
38.8000       -6372.517    -6439.590       67.072   584.3
39.0000       -6372.583    -6439.204       66.620   580.4
39.2000       -6371.107    -6439.603       68.495   596.7
39.4000       -6371.738    -6439.284       67.546   588.5
39.6000       -6372.765    -6439.648       66.882   582.7
39.8000       -6374.105    -6440.489       66.384   578.3
40.0000       -6372.917    -6440.929       68.012   592.5
40.2000       -6372.656    -6441.309       68.653   598.1
40.4000       -6369.762    -6436.145       66.383   578.3
40.6000       -6369.555    -6437.964       68.409   596.0
40.8000       -6370.498    -6437.259       66.761   581.6
41.0000       -6371.601    -6439.742       68.141   593.7
41.2000       -6369.614    -6436.873       67.259   586.0
41.4000       -6367.085    -6437.477       70.392   613.3
41.6000       -6369.408    -6441.127       71.719   624.8
41.8000       -6368.759    -6434.852       66.094   575.8
42.0000       -6370.823    -6441.204       70.381   613.2
42.2000       -6368.656    -6437.659       69.002   601.2
42.4000       -6373.641    -6440.469       66.828   582.2
42.6000       -6372.361    -6440.338       67.977   592.2
42.8000       -6372.510    -6439.980       67.470   587.8
43.0000       -6369.201    -6439.009       69.808   608.2
43.2000       -6367.712    -6437.074       69.362   604.3
43.4000       -6369.961    -6438.421       68.459   596.4
43.6000       -6367.886    -6438.704       70.818   617.0
43.8000       -6367.402    -6437.610       70.207   611.7
44.0000       -6368.188    -6437.837       69.649   606.8
44.2000       -6363.967    -6435.164       71.198   620.3
44.4000       -6364.150    -6434.972       70.822   617.0
44.6000       -6362.825    -6437.739       74.913   652.7
44.8000       -6365.961    -6437.123       71.163   620.0
45.0000       -6369.143    -6437.799       68.656   598.1
45.2000       -6367.679    -6440.525       72.846   634.6
45.4000       -6365.087    -6436.687       71.600   623.8
45.6000       -6369.484    -6439.374       69.890   608.9
45.8000       -6370.818    -6439.646       68.828   599.6
46.0000       -6375.718    -6443.329       67.611   589.0
46.2000       -6371.245    -6442.074       70.829   617.1
46.4000       -6372.839    -6441.395       68.557   597.3
46.6000       -6371.828    -6439.078       67.250   585.9
46.8000       -6371.566    -6440.143       68.577   597.4
47.0000       -6371.232    -6439.347       68.115   593.4
47.2000       -6372.519    -6439.271       66.752   581.6
47.4000       -6370.080    -6439.242       69.161   602.5
47.6000       -6364.856    -6433.918       69.062   601.7
47.8000       -6365.564    -6437.342       71.778   625.3
48.0000       -6366.195    -6437.602       71.408   622.1
48.2000       -6364.854    -6434.340       69.486   605.4
48.4000       -6366.685    -6436.363       69.678   607.0
48.6000       -6367.670    -6437.640       69.970   609.6
48.8000       -6366.930    -6435.460       68.531   597.0
49.0000       -6372.079    -6438.563       66.484   579.2
49.2000       -6371.269    -6440.090       68.820   599.6
49.4000       -6371.464    -6441.272       69.809   608.2
49.6000       -6369.992    -6439.142       69.149   602.4
49.8000       -6368.785    -6440.538       71.753   625.1
