Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -6031.691    -6066.598       34.907   304.1
0.2000        -6033.159    -6068.500       35.342   307.9
0.4000        -6033.554    -6067.816       34.262   298.5
0.6000        -6034.359    -6069.354       34.995   304.9
0.8000        -6034.960    -6068.781       33.821   294.7
1.0000        -6035.722    -6069.020       33.298   290.1
1.2000        -6034.394    -6069.001       34.607   301.5
1.4000        -6033.954    -6067.687       33.732   293.9
1.6000        -6032.772    -6067.175       34.403   299.7
1.8000        -6032.828    -6068.278       35.450   308.8
2.0000        -6033.479    -6068.261       34.782   303.0
2.2000        -6033.247    -6069.021       35.774   311.7
2.4000        -6033.016    -6067.694       34.679   302.1
2.6000        -6031.487    -6068.554       37.067   322.9
2.8000        -6032.245    -6068.444       36.200   315.4
3.0000        -6032.300    -6068.550       36.250   315.8
3.2000        -6031.818    -6065.982       34.164   297.6
3.4000        -6033.672    -6067.872       34.200   298.0
3.6000        -6033.323    -6068.541       35.218   306.8
3.8000        -6032.300    -6068.638       36.338   316.6
4.0000        -6033.254    -6068.524       35.270   307.3
4.2000        -6034.638    -6068.780       34.142   297.4
4.4000        -6033.850    -6068.887       35.037   305.2
4.6000        -6033.853    -6067.425       33.571   292.5
4.8000        -6033.178    -6068.185       35.007   305.0
5.0000        -6032.042    -6067.908       35.867   312.5
5.2000        -6031.275    -6066.413       35.138   306.1
5.4000        -6031.196    -6067.548       36.352   316.7
5.6000        -6033.510    -6068.174       34.664   302.0
5.8000        -6033.369    -6067.803       34.434   300.0
6.0000        -6035.492    -6068.624       33.132   288.7
6.2000        -6036.469    -6070.426       33.956   295.8
6.4000        -6035.791    -6069.506       33.715   293.7
6.6000        -6034.439    -6068.392       33.953   295.8
6.8000        -6034.464    -6068.942       34.478   300.4
7.0000        -6035.497    -6069.488       33.991   296.1
7.2000        -6035.319    -6069.072       33.753   294.1
7.4000        -6036.092    -6066.955       30.863   268.9
7.6000        -6033.158    -6067.675       34.517   300.7
7.8000        -6033.622    -6068.650       35.028   305.2
8.0000        -6034.604    -6069.050       34.446   300.1
8.2000        -6034.736    -6068.562       33.826   294.7
8.4000        -6036.019    -6068.912       32.893   286.6
8.6000        -6035.664    -6069.487       33.823   294.7
8.8000        -6035.115    -6069.257       34.142   297.5
9.0000        -6033.208    -6068.781       35.574   309.9
9.2000        -6033.980    -6067.993       34.013   296.3
9.4000        -6034.502    -6068.835       34.334   299.1
9.6000        -6035.283    -6069.498       34.215   298.1
9.8000        -6035.571    -6069.442       33.871   295.1
10.0000       -6034.124    -6068.406       34.282   298.7
10.2000       -6034.490    -6069.197       34.708   302.4
10.4000       -6036.288    -6068.910       32.622   284.2
10.6000       -6035.644    -6069.163       33.518   292.0
10.8000       -6034.282    -6067.597       33.315   290.2
11.0000       -6035.522    -6069.550       34.027   296.5
11.2000       -6034.961    -6070.129       35.168   306.4
11.4000       -6034.830    -6069.236       34.406   299.8
11.6000       -6032.053    -6068.912       36.859   321.1
11.8000       -6033.663    -6068.025       34.362   299.4
12.0000       -6032.895    -6068.330       35.435   308.7
12.2000       -6033.476    -6068.032       34.556   301.1
12.4000       -6033.933    -6068.456       34.523   300.8
12.6000       -6032.596    -6068.233       35.637   310.5
12.8000       -6032.598    -6068.451       35.853   312.4
13.0000       -6032.570    -6068.014       35.444   308.8
13.2000       -6033.444    -6067.463       34.019   296.4
13.4000       -6036.445    -6069.923       33.478   291.7
13.6000       -6036.013    -6069.770       33.756   294.1
13.8000       -6036.764    -6070.571       33.807   294.5
14.0000       -6034.558    -6069.511       34.952   304.5
14.2000       -6033.414    -6068.547       35.133   306.1
14.4000       -6033.125    -6068.400       35.275   307.3
14.6000       -6034.192    -6067.715       33.522   292.1
14.8000       -6033.168    -6067.742       34.575   301.2
15.0000       -6034.820    -6068.896       34.075   296.9
15.2000       -6035.242    -6069.323       34.081   296.9
15.4000       -6034.175    -6068.742       34.567   301.2
15.6000       -6034.369    -6068.176       33.808   294.5
15.8000       -6034.231    -6068.558       34.326   299.1
16.0000       -6032.763    -6068.538       35.775   311.7
16.2000       -6032.948    -6068.823       35.875   312.5
16.4000       -6034.289    -6068.018       33.728   293.8
16.6000       -6034.389    -6067.698       33.309   290.2
16.8000       -6034.463    -6068.882       34.419   299.9
17.0000       -6033.996    -6068.442       34.446   300.1
17.2000       -6032.839    -6068.209       35.370   308.1
17.4000       -6034.798    -6068.562       33.765   294.2
17.6000       -6033.386    -6068.531       35.145   306.2
17.8000       -6033.810    -6068.383       34.573   301.2
18.0000       -6035.277    -6069.646       34.370   299.4
18.2000       -6034.336    -6068.787       34.451   300.1
18.4000       -6033.566    -6067.690       34.124   297.3
18.6000       -6033.644    -6068.316       34.672   302.1
18.8000       -6033.896    -6068.334       34.439   300.0
19.0000       -6034.879    -6069.749       34.870   303.8
19.2000       -6034.613    -6068.392       33.779   294.3
19.4000       -6035.560    -6069.131       33.571   292.5
19.6000       -6033.242    -6067.968       34.726   302.5
19.8000       -6033.986    -6068.397       34.411   299.8
20.0000       -6033.246    -6067.822       34.576   301.2
20.2000       -6034.224    -6068.558       34.334   299.1
20.4000       -6034.521    -6068.302       33.781   294.3
20.6000       -6032.872    -6067.499       34.627   301.7
20.8000       -6033.655    -6069.066       35.411   308.5
21.0000       -6033.532    -6067.944       34.412   299.8
21.2000       -6033.743    -6069.361       35.618   310.3
21.4000       -6034.840    -6069.872       35.032   305.2
21.6000       -6035.793    -6070.404       34.611   301.5
21.8000       -6037.175    -6070.151       32.976   287.3
22.0000       -6035.600    -6070.189       34.589   301.3
22.2000       -6035.244    -6070.177       34.933   304.3
22.4000       -6037.520    -6069.893       32.373   282.0
22.6000       -6036.688    -6069.716       33.029   287.7
22.8000       -6034.208    -6068.890       34.682   302.2
23.0000       -6033.401    -6068.310       34.909   304.1
23.2000       -6032.860    -6068.479       35.619   310.3
23.4000       -6031.256    -6067.989       36.733   320.0
23.6000       -6033.335    -6068.549       35.214   306.8
23.8000       -6033.506    -6068.107       34.601   301.4
24.0000       -6034.769    -6069.442       34.673   302.1
24.2000       -6034.085    -6068.630       34.545   301.0
24.4000       -6035.626    -6068.438       32.812   285.9
24.6000       -6034.247    -6068.516       34.269   298.6
24.8000       -6034.378    -6068.138       33.761   294.1
25.0000       -6035.248    -6068.902       33.654   293.2
25.2000       -6034.999    -6069.032       34.033   296.5
25.4000       -6035.277    -6069.016       33.738   293.9
25.6000       -6035.574    -6070.341       34.768   302.9
25.8000       -6034.504    -6068.926       34.422   299.9
26.0000       -6033.913    -6067.652       33.738   293.9
26.2000       -6032.929    -6068.511       35.582   310.0
26.4000       -6033.587    -6067.829       34.241   298.3
26.6000       -6035.338    -6070.014       34.676   302.1
26.8000       -6036.831    -6069.411       32.579   283.8
27.0000       -6036.164    -6068.792       32.628   284.3
27.2000       -6036.052    -6069.743       33.692   293.5
27.4000       -6036.176    -6069.766       33.589   292.6
27.6000       -6035.636    -6069.788       34.152   297.5
27.8000       -6035.331    -6068.783       33.452   291.4
28.0000       -6035.695    -6068.361       32.666   284.6
28.2000       -6035.512    -6069.030       33.519   292.0
