Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -6101.075    -6101.075        0.000     0.0
2.5000        -5983.490    -6042.309       58.819   512.4
5.0000        -5982.456    -6039.208       56.752   494.4
7.5000        -5982.564    -6038.454       55.889   486.9
10.0000       -5982.915    -6040.618       57.703   502.7
12.5000       -5982.852    -6037.939       55.087   479.9
15.0000       -5982.304    -6038.844       56.540   492.6
17.5000       -5982.148    -6039.674       57.527   501.2
20.0000       -5982.459    -6039.290       56.830   495.1
22.5000       -5982.342    -6041.440       59.099   514.9
25.0000       -5982.476    -6037.984       55.508   483.6
27.5000       -5982.627    -6040.264       57.637   502.1
30.0000       -5982.038    -6037.235       55.197   480.9
32.5000       -5982.051    -6041.497       59.446   517.9
35.0000       -5982.584    -6041.274       58.691   511.3
37.5000       -5981.678    -6038.870       57.192   498.3
40.0000       -5982.357    -6040.500       58.144   506.6
42.5000       -5982.079    -6042.011       59.932   522.1
45.0000       -5982.122    -6036.923       54.801   477.4
47.5000       -5981.838    -6038.675       56.837   495.2
50.0000       -5982.169    -6040.134       57.965   505.0
