Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1679.185    -1712.297       33.112   627.9
0.2000        -1681.318    -1712.288       30.970   587.2
0.4000        -1679.599    -1710.941       31.342   594.3
0.6000        -1677.648    -1711.205       33.557   636.3
0.8000        -1681.092    -1711.472       30.380   576.0
1.0000        -1680.452    -1711.125       30.673   581.6
1.2000        -1682.145    -1714.563       32.417   614.7
1.4000        -1679.413    -1712.578       33.165   628.9
1.6000        -1679.391    -1713.373       33.982   644.4
1.8000        -1677.914    -1709.910       31.997   606.7
2.0000        -1677.502    -1708.920       31.418   595.7
2.2000        -1679.158    -1711.886       32.728   620.6
2.4000        -1680.526    -1712.990       32.464   615.6
2.6000        -1680.583    -1712.540       31.956   605.9
2.8000        -1679.237    -1712.219       32.982   625.4
3.0000        -1678.836    -1711.497       32.661   619.3
3.2000        -1677.100    -1711.929       34.829   660.4
3.4000        -1674.665    -1708.779       34.114   646.9
3.6000        -1677.376    -1710.076       32.700   620.0
3.8000        -1677.067    -1707.461       30.395   576.3
4.0000        -1676.414    -1709.881       33.466   634.6
4.2000        -1676.629    -1709.317       32.688   619.8
4.4000        -1679.541    -1711.446       31.905   605.0
4.6000        -1681.569    -1712.198       30.630   580.8
4.8000        -1680.867    -1711.883       31.016   588.1
5.0000        -1680.257    -1711.753       31.496   597.2
5.2000        -1678.537    -1711.951       33.413   633.6
5.4000        -1678.298    -1712.060       33.762   640.2
5.6000        -1679.481    -1712.531       33.050   626.7
5.8000        -1681.103    -1711.881       30.778   583.6
6.0000        -1680.544    -1711.432       30.888   585.7
6.2000        -1681.735    -1713.426       31.691   600.9
6.4000        -1680.986    -1711.521       30.536   579.0
6.6000        -1679.313    -1711.935       32.622   618.6
6.8000        -1678.778    -1712.406       33.628   637.6
7.0000        -1678.674    -1711.410       32.736   620.7
7.2000        -1676.953    -1711.253       34.300   650.4
7.4000        -1678.595    -1709.434       30.839   584.8
7.6000        -1677.585    -1709.790       32.205   610.7
7.8000        -1679.023    -1711.594       32.572   617.6
8.0000        -1678.703    -1710.919       32.216   610.9
8.2000        -1678.156    -1710.539       32.382   614.0
8.4000        -1674.451    -1710.586       36.135   685.2
8.6000        -1673.535    -1708.885       35.350   670.3
8.8000        -1676.964    -1711.665       34.701   658.0
9.0000        -1677.823    -1710.915       33.091   627.5
9.2000        -1680.037    -1711.919       31.882   604.5
9.4000        -1680.405    -1713.569       33.165   628.9
9.6000        -1679.483    -1711.579       32.095   608.6
9.8000        -1677.023    -1710.782       33.759   640.1
10.0000       -1676.303    -1709.592       33.289   631.2
10.2000       -1678.220    -1711.879       33.659   638.2
10.4000       -1678.138    -1709.718       31.579   598.8
10.6000       -1679.841    -1712.466       32.625   618.6
10.8000       -1680.241    -1711.612       31.371   594.8
11.0000       -1678.771    -1710.957       32.186   610.3
11.2000       -1677.847    -1710.242       32.395   614.3
11.4000       -1676.448    -1711.101       34.653   657.1
11.6000       -1677.792    -1712.222       34.430   652.9
11.8000       -1678.319    -1710.212       31.893   604.7
12.0000       -1678.805    -1711.517       32.712   620.3
12.2000       -1677.155    -1711.537       34.383   652.0
12.4000       -1679.474    -1712.275       32.801   622.0
12.6000       -1680.214    -1712.602       32.389   614.1
12.8000       -1680.653    -1711.856       31.203   591.7
13.0000       -1678.345    -1711.929       33.584   636.8
13.2000       -1678.513    -1710.667       32.154   609.7
13.4000       -1678.511    -1710.540       32.029   607.3
13.6000       -1681.776    -1712.229       30.453   577.4
13.8000       -1679.646    -1711.405       31.759   602.2
