Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1744.860    -1744.860        0.000     0.0
2.5000        -1678.264    -1710.294       32.030   607.3
5.0000        -1679.232    -1711.467       32.235   611.2
7.5000        -1677.996    -1710.538       32.543   617.1
10.0000       -1678.457    -1712.050       33.594   637.0
12.5000       -1678.845    -1711.504       32.659   619.3
15.0000       -1679.312    -1711.406       32.094   608.6
17.5000       -1679.430    -1711.992       32.562   617.4
20.0000       -1679.079    -1712.442       33.363   632.6
22.5000       -1677.832    -1710.095       32.263   611.8
25.0000       -1679.573    -1714.677       35.104   665.6
27.5000       -1678.796    -1710.085       31.290   593.3
30.0000       -1678.288    -1708.113       29.825   565.5
32.5000       -1678.600    -1710.244       31.644   600.0
35.0000       -1678.101    -1710.095       31.994   606.7
37.5000       -1678.996    -1711.783       32.788   621.7
40.0000       -1678.454    -1711.280       32.826   622.4
42.5000       -1679.199    -1712.186       32.986   625.5
45.0000       -1678.495    -1709.596       31.102   589.7
47.5000       -1679.209    -1712.139       32.930   624.4
50.0000       -1678.855    -1711.443       32.588   617.9
