Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1748.793    -1748.793        0.000     0.0
2.5000        -1696.939    -1723.356       26.417   500.9
5.0000        -1698.306    -1725.530       27.224   516.2
7.5000        -1697.103    -1723.716       26.613   504.6
10.0000       -1697.421    -1722.683       25.262   479.0
12.5000       -1697.741    -1723.085       25.344   480.6
15.0000       -1697.517    -1723.857       26.340   499.4
17.5000       -1697.466    -1724.111       26.645   505.2
20.0000       -1696.887    -1723.121       26.233   497.4
22.5000       -1697.916    -1723.922       26.006   493.1
25.0000       -1697.643    -1725.462       27.820   527.5
27.5000       -1698.134    -1724.115       25.982   492.7
30.0000       -1698.069    -1724.471       26.402   500.6
32.5000       -1697.003    -1722.941       25.938   491.8
35.0000       -1697.576    -1723.395       25.819   489.6
37.5000       -1697.744    -1723.695       25.951   492.1
40.0000       -1698.022    -1725.402       27.381   519.2
42.5000       -1698.152    -1724.085       25.933   491.7
45.0000       -1697.598    -1723.150       25.552   484.5
47.5000       -1697.579    -1724.787       27.208   515.9
50.0000       -1697.138    -1724.078       26.940   510.8
