Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1697.138    -1724.078       26.940   510.8
0.2000        -1696.865    -1722.870       26.005   493.1
0.4000        -1697.518    -1723.783       26.265   498.0
0.6000        -1697.802    -1725.407       27.604   523.4
0.8000        -1696.491    -1722.833       26.342   499.5
1.0000        -1697.622    -1724.054       26.432   501.2
1.2000        -1697.259    -1723.452       26.193   496.7
1.4000        -1698.922    -1725.156       26.235   497.5
1.6000        -1698.861    -1724.819       25.958   492.2
1.8000        -1699.014    -1724.653       25.639   486.2
2.0000        -1699.312    -1724.874       25.562   484.7
2.2000        -1699.820    -1725.219       25.399   481.6
2.4000        -1700.408    -1724.975       24.567   465.8
2.6000        -1698.837    -1724.175       25.339   480.5
2.8000        -1697.407    -1724.698       27.291   517.5
3.0000        -1698.114    -1724.456       26.341   499.5
3.2000        -1698.134    -1723.807       25.673   486.8
3.4000        -1696.229    -1724.933       28.704   544.3
3.6000        -1699.776    -1723.881       24.105   457.1
3.8000        -1698.526    -1725.211       26.686   506.0
4.0000        -1697.915    -1723.957       26.042   493.8
4.2000        -1698.922    -1725.731       26.810   508.4
4.4000        -1697.530    -1724.302       26.772   507.6
4.6000        -1700.090    -1724.786       24.696   468.3
4.8000        -1700.725    -1724.754       24.030   455.6
5.0000        -1700.334    -1725.962       25.627   485.9
5.2000        -1700.973    -1726.618       25.646   486.3
5.4000        -1702.496    -1727.029       24.533   465.2
5.6000        -1701.193    -1725.810       24.617   466.8
5.8000        -1700.553    -1725.286       24.733   469.0
6.0000        -1702.191    -1725.711       23.520   446.0
6.2000        -1700.978    -1725.725       24.747   469.2
6.4000        -1701.111    -1725.754       24.642   467.3
6.6000        -1700.887    -1726.316       25.429   482.2
6.8000        -1699.628    -1724.452       24.824   470.7
7.0000        -1696.913    -1723.617       26.705   506.4
7.2000        -1696.508    -1723.412       26.903   510.1
7.4000        -1697.679    -1724.856       27.177   515.3
7.6000        -1697.349    -1724.025       26.676   505.8
7.8000        -1698.562    -1724.001       25.439   482.4
8.0000        -1699.423    -1724.814       25.390   481.4
8.2000        -1697.532    -1724.812       27.281   517.3
8.4000        -1696.976    -1723.749       26.772   507.6
8.6000        -1698.030    -1724.169       26.139   495.6
8.8000        -1698.721    -1725.210       26.489   502.3
9.0000        -1700.020    -1724.179       24.159   458.1
9.2000        -1699.724    -1724.872       25.148   476.8
9.4000        -1700.204    -1725.601       25.397   481.6
9.6000        -1698.762    -1725.195       26.433   501.2
9.8000        -1700.346    -1724.803       24.457   463.8
10.0000       -1698.411    -1724.006       25.594   485.3
10.2000       -1697.657    -1724.033       26.377   500.1
10.4000       -1700.792    -1725.962       25.170   477.3
10.6000       -1699.918    -1725.067       25.148   476.9
10.8000       -1699.257    -1725.560       26.304   498.8
11.0000       -1697.154    -1723.410       26.256   497.9
11.2000       -1697.937    -1723.278       25.340   480.5
11.4000       -1697.750    -1724.121       26.371   500.0
11.6000       -1699.437    -1725.673       26.236   497.5
11.8000       -1700.979    -1725.553       24.574   466.0
12.0000       -1700.536    -1726.980       26.444   501.4
12.2000       -1699.648    -1725.403       25.755   488.4
12.4000       -1698.816    -1725.337       26.521   502.9
12.6000       -1698.733    -1724.242       25.509   483.7
12.8000       -1699.652    -1725.637       25.985   492.7
13.0000       -1699.475    -1725.699       26.224   497.2
13.2000       -1698.266    -1724.122       25.856   490.3
13.4000       -1695.385    -1724.441       29.056   551.0
13.6000       -1696.108    -1722.749       26.641   505.2
13.8000       -1696.861    -1724.359       27.498   521.4
14.0000       -1697.185    -1724.845       27.660   524.5
14.2000       -1697.344    -1725.018       27.673   524.7
14.4000       -1696.501    -1723.706       27.205   515.9
14.6000       -1697.223    -1724.740       27.517   521.8
14.8000       -1696.802    -1723.632       26.830   508.7
15.0000       -1697.087    -1722.840       25.753   488.3
15.2000       -1695.658    -1723.298       27.640   524.1
15.4000       -1697.151    -1723.229       26.077   494.5
15.6000       -1696.274    -1722.347       26.074   494.4
15.8000       -1696.193    -1722.678       26.485   502.2
16.0000       -1696.518    -1723.142       26.624   504.8
16.2000       -1697.901    -1724.269       26.368   500.0
16.4000       -1696.863    -1724.833       27.969   530.3
16.6000       -1695.341    -1723.636       28.296   536.5
16.8000       -1695.625    -1722.524       26.898   510.0
17.0000       -1696.147    -1725.111       28.964   549.2
