Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1729.066    -1729.066        0.000     0.0
2.5000        -1698.149    -1715.058       16.909   327.0
5.0000        -1699.102    -1714.493       15.391   297.7
7.5000        -1699.518    -1715.270       15.752   304.7
10.0000       -1699.567    -1715.260       15.693   303.5
12.5000       -1699.766    -1715.589       15.823   306.0
15.0000       -1699.539    -1715.292       15.753   304.7
17.5000       -1699.663    -1715.413       15.750   304.6
20.0000       -1699.803    -1714.481       14.678   283.9
22.5000       -1699.796    -1715.263       15.468   299.2
25.0000       -1699.910    -1714.972       15.062   291.3
27.5000       -1699.551    -1714.495       14.944   289.0
30.0000       -1699.833    -1714.652       14.820   286.6
32.5000       -1699.960    -1715.735       15.775   305.1
35.0000       -1699.757    -1714.884       15.127   292.6
37.5000       -1699.288    -1713.920       14.632   283.0
40.0000       -1699.750    -1715.010       15.261   295.2
42.5000       -1699.754    -1715.656       15.901   307.5
45.0000       -1699.327    -1714.654       15.327   296.4
47.5000       -1699.662    -1715.380       15.719   304.0
50.0000       -1699.902    -1715.047       15.145   292.9
