Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000         -6786.96     -6786.96         0.00     0.0
0.0500         -6769.15     -6782.52        13.37   101.1
0.1000         -6753.06     -6774.36        21.29   161.0
0.1500         -6741.48     -6767.92        26.44   200.0
0.2000         -6731.30     -6746.00        14.69   111.1
0.2500         -6723.71     -6760.94        37.24   281.6
0.3000         -6717.55     -6754.31        36.76   278.0
0.3500         -6713.41     -6753.37        39.96   302.2
0.4000         -6710.21     -6744.18        33.97   256.9
0.4500         -6706.70     -6754.32        47.62   360.1
0.5000         -6704.43     -6737.83        33.40   252.6
0.5500         -6703.67     -6750.26        46.59   352.4
0.6000         -6701.41     -6745.46        44.04   333.0
0.6500         -6700.36     -6745.33        44.97   340.1
0.7000         -6699.53     -6739.67        40.14   303.6
0.7500         -6699.67     -6747.17        47.51   359.3
0.8000         -6698.58     -6745.11        46.53   351.9
0.8500         -6698.58     -6742.03        43.45   328.6
0.9000         -6698.37     -6743.53        45.16   341.5
0.9500         -6698.05     -6747.93        49.88   377.2
1.0000         -6697.98     -6739.66        41.68   315.2
1.0500         -6698.10     -6743.10        44.99   340.2
1.1000         -6697.81     -6744.45        46.63   352.7
1.1500         -6697.47     -6742.48        45.01   340.4
1.2000         -6697.63     -6742.10        44.46   336.3
1.2500         -6697.84     -6744.12        46.28   350.0
1.3000         -6697.33     -6746.84        49.51   374.4
1.3500         -6697.62     -6744.18        46.56   352.1
1.4000         -6698.01     -6743.24        45.23   342.0
1.4500         -6697.72     -6744.56        46.84   354.2
1.5000         -6697.38     -6743.44        46.06   348.4
1.5500         -6697.61     -6743.84        46.23   349.6
1.6000         -6697.54     -6742.72        45.18   341.7
1.6500         -6697.66     -6747.09        49.43   373.8
1.7000         -6697.49     -6741.61        44.12   333.7
1.7500         -6697.73     -6744.11        46.38   350.7
1.8000         -6697.52     -6744.61        47.08   356.1
1.8500         -6697.45     -6743.90        46.45   351.3
1.9000         -6697.70     -6743.38        45.68   345.4
1.9500         -6697.34     -6743.98        46.63   352.7
2.0000         -6697.32     -6743.75        46.43   351.1
2.0500         -6697.55     -6741.88        44.33   335.2
2.1000         -6697.46     -6743.54        46.08   348.5
2.1500         -6697.26     -6743.80        46.54   352.0
2.2000         -6697.30     -6741.60        44.30   335.0
2.2500         -6697.49     -6742.41        44.92   339.7
2.3000         -6697.35     -6741.29        43.93   332.3
2.3500         -6697.46     -6743.09        45.63   345.1
2.4000         -6697.68     -6743.95        46.28   350.0
2.4500         -6697.47     -6743.93        46.46   351.3
2.5000         -6697.39     -6743.44        46.05   348.3
2.5500         -6697.57     -6742.88        45.31   342.6
2.6000         -6697.54     -6742.13        44.60   337.2
2.6500         -6697.55     -6745.57        48.02   363.2
2.7000         -6697.49     -6742.47        44.98   340.1
2.7500         -6697.49     -6743.97        46.48   351.5
2.8000         -6697.58     -6743.72        46.15   349.0
2.8500         -6697.34     -6743.78        46.44   351.2
2.9000         -6697.72     -6743.63        45.90   347.1
2.9500         -6697.58     -6744.89        47.31   357.8
3.0000         -6697.48     -6744.03        46.55   352.1
3.0500         -6697.41     -6742.85        45.44   343.6
3.1000         -6697.73     -6743.28        45.55   344.4
3.1500         -6697.37     -6742.18        44.81   338.8
3.2000         -6697.67     -6743.84        46.17   349.2
3.2500         -6697.63     -6742.54        44.91   339.6
3.3000         -6697.42     -6743.75        46.33   350.4
3.3500         -6697.56     -6743.82        46.26   349.8
3.4000         -6697.58     -6745.04        47.46   358.9
3.4500         -6697.49     -6744.02        46.53   351.8
3.5000         -6697.49     -6742.82        45.33   342.8
3.5500         -6697.57     -6741.80        44.23   334.5
3.6000         -6697.62     -6743.29        45.67   345.4
3.6500         -6697.71     -6745.06        47.35   358.1
3.7000         -6697.45     -6742.30        44.85   339.2
3.7500         -6697.41     -6742.75        45.34   342.9
3.8000         -6697.57     -6744.76        47.18   356.8
3.8500         -6697.42     -6742.96        45.54   344.4
3.9000         -6697.60     -6743.00        45.41   343.4
3.9500         -6697.40     -6742.47        45.07   340.9
4.0000         -6697.43     -6744.67        47.24   357.3
4.0500         -6697.47     -6742.70        45.23   342.1
4.1000         -6697.57     -6743.71        46.14   349.0
4.1500         -6697.50     -6744.06        46.56   352.1
4.2000         -6697.54     -6744.52        46.99   355.4
4.2500         -6697.45     -6743.17        45.72   345.7
4.3000         -6697.36     -6743.47        46.12   348.8
4.3500         -6697.51     -6742.72        45.20   341.9
4.4000         -6697.48     -6744.32        46.84   354.2
4.4500         -6697.51     -6742.99        45.48   343.9
4.5000         -6697.39     -6743.24        45.85   346.7
4.5500         -6697.44     -6743.24        45.80   346.3
4.6000         -6697.61     -6743.34        45.73   345.8
4.6500         -6697.60     -6744.74        47.14   356.5
4.7000         -6697.49     -6742.14        44.66   337.7
4.7500         -6697.58     -6743.13        45.56   344.5
4.8000         -6697.51     -6744.20        46.70   353.2
4.8500         -6697.50     -6744.76        47.26   357.4
4.9000         -6697.38     -6744.39        47.01   355.5
4.9500         -6697.63     -6743.62        46.00   347.8
5.0000         -6697.52     -6744.91        47.39   358.4
5.0500         -6697.55     -6742.54        44.99   340.3
5.1000         -6697.62     -6744.87        47.25   357.3
5.1500         -6697.50     -6743.90        46.39   350.8
5.2000         -6697.57     -6745.62        48.05   363.3
5.2500         -6697.55     -6742.36        44.81   338.9
5.3000         -6697.60     -6743.53        45.93   347.3
5.3500         -6697.59     -6741.23        43.63   330.0
5.4000         -6697.63     -6744.67        47.05   355.8
