Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1795.398    -1810.350       14.952   289.2
0.2000        -1795.401    -1810.980       15.578   301.3
0.4000        -1795.130    -1811.177       16.047   310.4
0.6000        -1795.141    -1810.541       15.401   297.9
0.8000        -1795.776    -1811.640       15.864   306.8
1.0000        -1794.768    -1810.753       15.985   309.2
1.2000        -1795.313    -1810.147       14.834   286.9
1.4000        -1795.550    -1810.911       15.361   297.1
1.6000        -1795.030    -1811.033       16.003   309.5
1.8000        -1794.868    -1811.133       16.265   314.6
2.0000        -1795.799    -1810.544       14.745   285.2
2.2000        -1795.354    -1809.779       14.425   279.0
2.4000        -1795.238    -1811.804       16.567   320.4
2.6000        -1794.297    -1809.813       15.516   300.1
2.8000        -1794.284    -1810.942       16.658   322.2
3.0000        -1795.989    -1811.420       15.431   298.5
3.2000        -1795.568    -1811.229       15.661   302.9
3.4000        -1796.403    -1811.925       15.522   300.2
3.6000        -1796.020    -1811.513       15.493   299.6
3.8000        -1795.631    -1811.122       15.492   299.6
4.0000        -1796.056    -1811.051       14.995   290.0
4.2000        -1796.883    -1812.620       15.737   304.4
4.4000        -1796.506    -1811.495       14.989   289.9
4.6000        -1795.573    -1811.597       16.023   309.9
4.8000        -1796.164    -1811.369       15.205   294.1
5.0000        -1795.625    -1811.126       15.501   299.8
5.2000        -1794.494    -1810.349       15.855   306.7
5.4000        -1795.120    -1810.259       15.139   292.8
5.6000        -1795.312    -1811.301       15.989   309.2
5.8000        -1795.127    -1810.729       15.602   301.7
6.0000        -1796.939    -1811.926       14.987   289.9
6.2000        -1795.723    -1811.300       15.577   301.3
6.4000        -1795.899    -1810.643       14.744   285.2
6.6000        -1796.707    -1811.438       14.731   284.9
6.8000        -1796.601    -1811.515       14.913   288.4
7.0000        -1796.154    -1811.863       15.709   303.8
7.2000        -1795.650    -1811.077       15.427   298.4
7.4000        -1795.279    -1810.777       15.498   299.7
7.6000        -1795.327    -1811.481       16.154   312.4
7.8000        -1795.630    -1811.604       15.974   308.9
8.0000        -1795.011    -1810.481       15.471   299.2
8.2000        -1795.359    -1811.022       15.663   302.9
8.4000        -1797.700    -1812.249       14.549   281.4
8.6000        -1797.512    -1812.369       14.857   287.3
8.8000        -1797.220    -1811.129       13.909   269.0
9.0000        -1795.246    -1810.684       15.438   298.6
9.2000        -1795.714    -1811.779       16.065   310.7
9.4000        -1795.623    -1811.307       15.684   303.3
9.6000        -1795.854    -1811.283       15.429   298.4
9.8000        -1795.493    -1811.148       15.655   302.8
10.0000       -1795.263    -1811.169       15.905   307.6
10.2000       -1796.052    -1812.319       16.268   314.6
10.4000       -1796.518    -1811.573       15.055   291.2
10.6000       -1796.130    -1810.752       14.623   282.8
10.8000       -1797.929    -1812.618       14.689   284.1
11.0000       -1796.326    -1811.040       14.714   284.6
11.2000       -1795.980    -1811.402       15.422   298.3
11.4000       -1796.410    -1811.405       14.995   290.0
11.6000       -1795.382    -1811.061       15.679   303.3
11.8000       -1794.653    -1811.322       16.669   322.4
12.0000       -1794.924    -1809.897       14.973   289.6
12.2000       -1795.647    -1811.704       16.057   310.5
