Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000         -7122.34     -7122.34         0.00     0.0
0.1000         -7092.20     -7110.07        17.87   135.1
0.2000         -7074.44     -7099.38        24.94   188.6
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.3000         -7062.88     -7086.25        23.37   176.8
0.4000         -7056.02     -7101.35        45.34   342.9
0.5000         -7052.94     -7095.40        42.46   321.1
0.6000         -7050.09     -7088.81        38.72   292.8
0.7000         -7049.01     -7087.92        38.91   294.3
0.8000         -7047.08     -7085.26        38.18   288.7
0.9000         -7046.40     -7086.80        40.40   305.5
1.0000         -7046.47     -7085.71        39.25   296.8
1.1000         -7045.97     -7088.73        42.76   323.4
1.2000         -7045.55     -7088.06        42.51   321.5
1.3000         -7045.63     -7086.57        40.94   309.6
1.4000         -7045.46     -7088.81        43.35   327.8
1.5000         -7045.37     -7087.66        42.30   319.9
1.6000         -7045.54     -7085.93        40.38   305.4
1.7000         -7045.06     -7088.39        43.34   327.7
1.8000         -7045.19     -7087.82        42.64   322.4
1.9000         -7045.09     -7085.55        40.46   306.0
