Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000         -7122.34     -7122.34         0.00     0.0
0.1000         -7090.23     -7109.14        18.92   143.0
0.2000         -7071.23     -7097.52        26.29   198.8
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.3000         -7058.84     -7083.23        24.40   184.5
0.4000         -7051.54     -7099.82        48.28   365.1
0.5000         -7048.15     -7093.94        45.79   346.3
0.6000         -7044.85     -7085.59        40.74   308.1
0.7000         -7043.81     -7085.96        42.15   318.7
0.8000         -7041.91     -7083.11        41.20   311.6
0.9000         -7041.28     -7083.38        42.10   318.4
1.0000         -7041.01     -7082.75        41.74   315.7
1.1000         -7040.49     -7085.87        45.38   343.2
1.2000         -7040.21     -7085.93        45.73   345.8
1.3000         -7040.44     -7084.37        43.93   332.2
1.4000         -7039.91     -7084.90        44.99   340.3
1.5000         -7039.93     -7084.92        45.00   340.3
1.6000         -7039.99     -7084.67        44.68   337.9
1.7000         -7039.80     -7085.70        45.90   347.1
1.8000         -7039.91     -7086.18        46.27   349.9
1.9000         -7039.78     -7084.72        44.94   339.9
