Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000         -7122.34     -7122.34         0.00     0.0
0.1000         -7093.18     -7110.53        17.34   131.2
0.2000         -7076.04     -7100.31        24.28   183.6
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.3000         -7064.89     -7087.69        22.80   172.5
0.4000         -7058.25     -7102.23        43.98   332.6
0.5000         -7055.30     -7096.21        40.91   309.4
0.6000         -7052.65     -7089.85        37.20   281.3
0.7000         -7051.50     -7087.92        36.41   275.4
0.8000         -7049.68     -7086.95        37.27   281.8
0.9000         -7049.07     -7088.59        39.53   298.9
1.0000         -7049.05     -7086.66        37.61   284.4
1.1000         -7048.42     -7088.91        40.49   306.2
1.2000         -7048.11     -7090.11        41.99   317.6
1.3000         -7048.33     -7087.62        39.29   297.2
1.4000         -7048.24     -7091.28        43.04   325.5
1.5000         -7048.12     -7088.01        39.89   301.6
1.6000         -7048.18     -7088.38        40.20   304.0
1.7000         -7047.83     -7088.84        41.01   310.1
1.8000         -7047.93     -7088.26        40.32   304.9
1.9000         -7047.81     -7086.90        39.09   295.6
2.0000         -7047.74     -7088.83        41.09   310.7
