Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000         -7122.34     -7122.34         0.00     0.0
0.1000         -7094.17     -7110.99        16.82   127.2
0.2000         -7077.64     -7101.25        23.61   178.6
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.3000         -7066.90     -7089.08        22.18   167.8
0.4000         -7060.48     -7103.20        42.73   323.1
0.5000         -7057.66     -7097.03        39.37   297.7
0.6000         -7055.12     -7090.99        35.86   271.2
0.7000         -7053.94     -7089.31        35.37   267.5
0.8000         -7052.19     -7087.65        35.46   268.2
0.9000         -7051.51     -7088.73        37.22   281.5
1.0000         -7051.55     -7089.17        37.62   284.5
1.1000         -7050.99     -7091.29        40.30   304.8
1.2000         -7050.81     -7091.12        40.31   304.8
1.3000         -7050.90     -7088.81        37.91   286.7
1.4000         -7050.84     -7091.21        40.37   305.3
1.5000         -7050.80     -7088.55        37.74   285.4
1.6000         -7050.71     -7088.03        37.32   282.2
1.7000         -7050.28     -7089.11        38.83   293.6
1.8000         -7050.36     -7089.48        39.11   295.8
1.9000         -7050.38     -7089.27        38.89   294.1
2.0000         -7050.27     -7092.06        41.79   316.0
