Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1729.624    -1729.624        0.000     0.0
2.5000        -1696.746    -1712.079       15.332   296.5
5.0000        -1698.484    -1714.769       16.286   315.0
7.5000        -1698.951    -1714.732       15.781   305.2
10.0000       -1698.893    -1714.337       15.444   298.7
12.5000       -1699.010    -1714.370       15.360   297.1
15.0000       -1698.382    -1713.769       15.387   297.6
17.5000       -1699.174    -1714.884       15.709   303.8
20.0000       -1699.157    -1714.779       15.622   302.1
22.5000       -1699.026    -1714.083       15.057   291.2
25.0000       -1699.146    -1714.136       14.990   289.9
27.5000       -1699.238    -1715.252       16.013   309.7
30.0000       -1698.904    -1714.351       15.447   298.8
32.5000       -1699.208    -1714.902       15.694   303.5
35.0000       -1699.279    -1714.438       15.160   293.2
37.5000       -1699.083    -1714.603       15.520   300.2
40.0000       -1699.328    -1715.049       15.721   304.1
42.5000       -1699.467    -1714.832       15.365   297.2
45.0000       -1698.881    -1714.369       15.488   299.6
47.5000       -1698.839    -1714.064       15.226   294.5
50.0000       -1699.543    -1714.751       15.208   294.1
