Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1699.543    -1714.751       15.208   294.1
0.2000        -1699.348    -1715.032       15.685   303.4
0.4000        -1698.347    -1714.689       16.343   316.1
0.6000        -1698.649    -1715.022       16.374   316.7
0.8000        -1698.816    -1714.933       16.117   311.7
1.0000        -1698.431    -1714.639       16.207   313.5
1.2000        -1698.216    -1713.905       15.688   303.4
1.4000        -1696.627    -1713.753       17.126   331.2
1.6000        -1698.021    -1714.382       16.361   316.4
1.8000        -1698.718    -1714.904       16.186   313.1
2.0000        -1698.865    -1714.563       15.698   303.6
2.2000        -1699.864    -1716.017       16.153   312.4
2.4000        -1698.631    -1714.487       15.856   306.7
2.6000        -1699.145    -1715.198       16.054   310.5
2.8000        -1699.573    -1715.277       15.704   303.7
3.0000        -1700.031    -1714.842       14.811   286.5
3.2000        -1698.908    -1715.699       16.791   324.7
3.4000        -1698.984    -1715.802       16.818   325.3
3.6000        -1698.482    -1715.151       16.670   322.4
3.8000        -1699.593    -1714.845       15.252   295.0
4.0000        -1698.838    -1714.961       16.123   311.8
4.2000        -1698.452    -1715.088       16.636   321.8
4.4000        -1698.523    -1715.045       16.522   319.5
4.6000        -1698.525    -1714.810       16.286   315.0
4.8000        -1697.858    -1714.026       16.168   312.7
5.0000        -1699.376    -1715.328       15.951   308.5
5.2000        -1698.514    -1714.662       16.148   312.3
5.4000        -1698.416    -1714.241       15.825   306.1
5.6000        -1697.026    -1714.456       17.431   337.1
5.8000        -1697.604    -1714.453       16.848   325.9
6.0000        -1698.631    -1714.439       15.809   305.8
6.2000        -1697.354    -1713.909       16.555   320.2
6.4000        -1696.417    -1713.537       17.120   331.1
6.6000        -1697.381    -1713.520       16.139   312.1
6.8000        -1698.700    -1714.692       15.992   309.3
7.0000        -1698.216    -1714.452       16.236   314.0
7.2000        -1698.333    -1714.679       16.346   316.1
7.4000        -1698.057    -1714.106       16.049   310.4
7.6000        -1698.717    -1714.086       15.369   297.3
7.8000        -1698.916    -1714.699       15.783   305.3
8.0000        -1699.650    -1715.683       16.034   310.1
8.2000        -1699.444    -1715.133       15.689   303.4
8.4000        -1700.649    -1715.837       15.188   293.7
8.6000        -1699.079    -1715.068       15.989   309.2
8.8000        -1699.395    -1715.130       15.735   304.3
9.0000        -1699.313    -1714.685       15.373   297.3
9.2000        -1699.203    -1715.312       16.108   311.5
9.4000        -1699.340    -1715.385       16.045   310.3
9.6000        -1699.784    -1714.645       14.860   287.4
9.8000        -1698.737    -1714.881       16.144   312.2
10.0000       -1696.541    -1712.862       16.321   315.7
10.2000       -1697.903    -1714.569       16.665   322.3
10.4000       -1697.956    -1714.285       16.329   315.8
10.6000       -1696.951    -1714.107       17.155   331.8
10.8000       -1697.935    -1713.795       15.860   306.7
11.0000       -1699.196    -1716.037       16.841   325.7
11.2000       -1700.646    -1716.279       15.632   302.3
11.4000       -1700.302    -1716.322       16.020   309.8
11.6000       -1699.921    -1715.656       15.735   304.3
11.8000       -1699.951    -1714.293       14.342   277.4
12.0000       -1698.625    -1714.918       16.293   315.1
12.2000       -1699.088    -1715.050       15.962   308.7
12.4000       -1698.360    -1714.316       15.956   308.6
12.6000       -1699.140    -1715.093       15.954   308.6
12.8000       -1698.612    -1714.395       15.784   305.3
13.0000       -1699.359    -1714.938       15.578   301.3
13.2000       -1700.053    -1715.966       15.913   307.8
