Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1791.051    -1818.824       27.773   526.6
0.2000        -1791.822    -1818.946       27.123   514.3
0.4000        -1792.090    -1816.019       23.930   453.7
0.6000        -1791.876    -1817.365       25.489   483.3
0.8000        -1792.226    -1817.845       25.618   485.8
1.0000        -1789.873    -1817.350       27.477   521.0
1.2000        -1790.595    -1819.030       28.435   539.2
1.4000        -1791.395    -1819.578       28.183   534.4
1.6000        -1789.459    -1817.049       27.590   523.1
1.8000        -1791.361    -1817.903       26.542   503.3
2.0000        -1792.246    -1819.099       26.853   509.2
2.2000        -1791.563    -1818.762       27.199   515.7
2.4000        -1790.812    -1816.655       25.843   490.0
2.6000        -1790.486    -1817.437       26.951   511.0
2.8000        -1790.259    -1818.079       27.820   527.5
3.0000        -1791.207    -1818.171       26.964   511.3
3.2000        -1792.313    -1817.611       25.298   479.7
3.4000        -1793.040    -1819.115       26.075   494.4
3.6000        -1793.586    -1818.577       24.991   473.9
3.8000        -1792.826    -1819.466       26.641   505.2
4.0000        -1793.159    -1817.609       24.450   463.6
4.2000        -1793.143    -1819.380       26.237   497.5
4.4000        -1792.073    -1818.408       26.335   499.4
4.6000        -1792.715    -1819.297       26.582   504.0
4.8000        -1791.045    -1819.104       28.059   532.1
5.0000        -1790.278    -1817.467       27.189   515.5
5.2000        -1790.240    -1818.237       27.997   530.9
5.4000        -1792.336    -1819.119       26.784   507.9
5.6000        -1792.798    -1819.070       26.271   498.1
5.8000        -1793.627    -1819.907       26.280   498.3
6.0000        -1794.592    -1820.668       26.075   494.4
6.2000        -1794.209    -1818.600       24.391   462.5
6.4000        -1793.157    -1818.375       25.218   478.2
6.6000        -1792.387    -1819.627       27.241   516.5
6.8000        -1792.032    -1819.687       27.654   524.4
7.0000        -1791.499    -1816.923       25.424   482.1
7.2000        -1790.782    -1817.224       26.442   501.4
7.4000        -1793.089    -1818.919       25.830   489.8
7.6000        -1793.559    -1818.351       24.792   470.1
7.8000        -1793.419    -1818.199       24.780   469.9
8.0000        -1792.192    -1818.495       26.303   498.7
8.2000        -1791.577    -1818.587       27.010   512.2
8.4000        -1791.097    -1818.137       27.040   512.7
8.6000        -1791.892    -1818.179       26.287   498.4
8.8000        -1793.629    -1818.992       25.364   480.9
9.0000        -1793.361    -1819.236       25.875   490.6
9.2000        -1792.111    -1818.161       26.050   493.9
9.4000        -1791.161    -1817.782       26.621   504.8
9.6000        -1791.208    -1817.734       26.526   503.0
9.8000        -1793.336    -1818.903       25.566   484.8
10.0000       -1793.298    -1818.857       25.559   484.6
10.2000       -1792.073    -1818.504       26.432   501.2
10.4000       -1792.198    -1819.509       27.311   517.9
10.6000       -1791.676    -1819.173       27.498   521.4
10.8000       -1792.524    -1818.054       25.530   484.1
11.0000       -1791.016    -1818.197       27.180   515.4
11.2000       -1789.712    -1817.210       27.499   521.4
11.4000       -1791.729    -1818.205       26.476   502.0
11.6000       -1791.105    -1818.192       27.087   513.6
11.8000       -1792.034    -1819.198       27.164   515.1
12.0000       -1792.354    -1818.982       26.628   504.9
12.2000       -1791.395    -1817.986       26.591   504.2
12.4000       -1793.017    -1820.247       27.230   516.3
