Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1841.784    -1841.784        0.000     0.0
2.5000        -1783.326    -1815.374       32.048   607.7
5.0000        -1781.901    -1812.839       30.939   586.7
7.5000        -1781.395    -1813.521       32.127   609.2
10.0000       -1780.714    -1811.062       30.348   575.4
12.5000       -1781.132    -1813.639       32.507   616.4
15.0000       -1781.400    -1814.232       32.832   622.6
17.5000       -1781.190    -1813.404       32.213   610.8
20.0000       -1780.312    -1812.728       32.416   614.7
22.5000       -1782.452    -1814.690       32.238   611.3
25.0000       -1781.537    -1814.447       32.910   624.0
27.5000       -1780.315    -1812.171       31.856   604.0
30.0000       -1781.251    -1813.404       32.152   609.7
32.5000       -1781.260    -1812.051       30.791   583.8
35.0000       -1780.603    -1811.048       30.445   577.3
37.5000       -1780.864    -1813.387       32.523   616.7
40.0000       -1781.412    -1812.587       31.175   591.1
42.5000       -1780.898    -1813.046       32.148   609.6
45.0000       -1780.592    -1811.210       30.618   580.6
47.5000       -1780.652    -1811.277       30.625   580.7
50.0000       -1781.133    -1813.848       32.715   620.3
