Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -3417.900    -3417.900        0.000     0.0
0.0500        -3415.056    -3442.775       27.719   257.7
0.1000        -3411.442    -3447.194       35.753   332.4
0.1500        -3410.820    -3446.726       35.906   333.9
0.2000        -3407.148    -3437.677       30.529   283.9
0.2500        -3405.877    -3432.367       26.490   246.3
0.3000        -3405.548    -3435.633       30.085   279.7
0.3500        -3402.220    -3436.138       33.918   315.4
0.4000        -3401.779    -3427.266       25.487   237.0
0.4500        -3398.889    -3430.792       31.902   296.6
0.5000        -3399.543    -3440.441       40.898   380.3
