Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -3410.502    -3410.502        0.000     0.0
0.0500        -3405.427    -3445.328       39.901   371.0
0.1000        -3401.914    -3438.799       36.885   343.0
0.1500        -3399.179    -3432.496       33.318   309.8
0.2000        -3397.952    -3433.946       35.994   334.7
0.2500        -3395.429    -3434.927       39.498   367.3
0.3000        -3394.595    -3425.656       31.061   288.8
0.3500        -3394.113    -3426.510       32.396   301.2
0.4000        -3393.226    -3435.931       42.705   397.1
0.4500        -3390.194    -3433.141       42.947   399.3
0.5000        -3390.273    -3432.401       42.128   391.7
0.5500        -3392.526    -3434.707       42.181   392.2
0.6000        -3389.868    -3424.159       34.291   318.9
0.6500        -3391.527    -3430.809       39.283   365.3
0.7000        -3391.002    -3428.207       37.204   345.9
0.7500        -3389.072    -3421.524       32.452   301.8
0.8000        -3391.616    -3430.988       39.372   366.1
0.8500        -3390.096    -3423.722       33.626   312.7
0.9000        -3390.867    -3428.533       37.667   350.2
0.9500        -3390.761    -3428.807       38.047   353.8
1.0000        -3390.388    -3424.238       33.849   314.7
1.0500        -3387.600    -3414.956       27.356   254.4
1.1000        -3388.430    -3424.058       35.629   331.3
1.1500        -3390.323    -3424.659       34.336   319.3
1.2000        -3388.953    -3421.722       32.768   304.7
1.2500        -3386.481    -3420.785       34.304   319.0
1.3000        -3383.578    -3422.159       38.581   358.7
1.3500        -3385.465    -3428.861       43.396   403.5
1.4000        -3386.095    -3430.603       44.508   413.9
1.4500        -3386.327    -3423.546       37.219   346.1
1.5000        -3387.704    -3424.972       37.269   346.5
1.5500        -3385.840    -3419.105       33.265   309.3
1.6000        -3382.412    -3416.451       34.039   316.5
1.6500        -3384.772    -3430.792       46.020   427.9
1.7000        -3386.566    -3430.428       43.862   407.8
1.7500        -3388.099    -3423.741       35.642   331.4
1.8000        -3387.808    -3421.095       33.287   309.5
1.8500        -3388.523    -3426.781       38.258   355.7
1.9000        -3388.836    -3422.161       33.325   309.9
1.9500        -3389.200    -3420.608       31.408   292.0
2.0000        -3387.288    -3415.737       28.449   264.5
2.0500        -3386.130    -3424.827       38.696   359.8
2.1000        -3386.772    -3422.119       35.348   328.7
2.1500        -3387.882    -3425.926       38.043   353.7
2.2000        -3388.575    -3423.386       34.811   323.7
2.2500        -3387.668    -3418.743       31.074   288.9
2.3000        -3385.835    -3421.594       35.759   332.5
2.3500        -3386.701    -3427.733       41.032   381.5
2.4000        -3387.826    -3428.141       40.315   374.9
2.4500        -3387.546    -3421.646       34.100   317.1
2.5000        -3386.021    -3420.596       34.575   321.5
2.5500        -3385.572    -3422.379       36.807   342.2
